Genus	Species	Subspecies	Name.Clem	Notes	Localities
Megascops	albogularis		Megascops albogularis		Choachi-5; Santa Elena-2
Megascops	choliba	cruciger	Megascops choliba		Villavicencio-1
Megascops	choliba		Megascops choliba		Anolaima-4; Dabeiba-1; Villavicencio-1
Megascops	watsonii		Megascops watsonii		La Morelia-2
Melanerpes	cruentatus		Melanerpes cruentatus		Buena Vista-5; Florencia-6; La Morelia-6; Villavicencio-5
Melanerpes	flavigula		Melanerpes formicivorus		Anolaima-2; Cerro Munchique-4; El Roble-1; Laguneta-2; Salento-2; San Antonio-5
Melanerpes	flavigularis		Melanerpes formicivorus		La Candela-1; San Agustin-2
Melanerpes	pucherani		Melanerpes pucherani		Alto Bonito-2; Barbacoas-6; Baudo-1; Cisneros-2; Juntas de Tamana-1; Noanama-2; Puerto Valdivia-2; San Jose-2
Melanerpes	rubricapillus	rubricapillus	Melanerpes rubricapillus		Chicoral-1; Honda-5; Magdalena River-3; Quibdo-1; Sinu River-3
Melanerpes			Melanerpes		Gallera-1; Lomitas-1; Puerto Valdivia-1
Melanospiza	bicolor	omissa	Melanospiza bicolor		Chicoral-2; Honda-2
Merganetta			Merganetta armata		El Roble-1; Rio Toche-1; Salento-2
Merulaxis			Scytalopus		San Antonio-1
Mesembrinibis	cayennensis		Mesembrinibis cayennensis		Malena-1
Metallura	tyrianthina	tyrianthina	Metallura tyrianthina		Almaguer-10; Anolaima-3; Chipaque-5; Coast Range-15; El Eden-1; Laguneta-10; Paramo Santa Isabel-11; Penon-1; Santa Elena-9
Metallura	tyrianthina		Metallura tyrianthina		Almaguer-1; Chipaque-1; Coast Range-2
Metallura	williami		Metallura williami		Paramo Santa Isabel-7; Valle de las Papas-1
Metallura			Metallura		Paramo Santa Isabel-3
Micrastur	guerilla	interstes	Micrastur ruficollis		Alban-1; Dabeiba-2; La Vieja-1; Lomitas-1; Novita-1; Salento-1; San Jose-1
Micrastur			Micrastur ruficollis		San Antonio-1
Microbates	cinereiventris	cinereiventris	Microbates cinereiventris		Alto Bonito-2; Barbacoas-5; Juntas de Tamana-2; Novita-1
Microbates	cinereiventris	magdalenae	Microbates cinereiventris		Malena-1
Microbates	collaris		Microbates collaris		Florencia-1
Microcerculus	marginatus	marginatus	Microcerculus marginatus		Florencia-2; La Morelia-1
Microcerculus	marginatus	occidentalis	Microcerculus marginatus		Barbacoas-6; Novita-2; San Jose-1
Microcerculus	squamulatus	antioquensis	Microcerculus marginatus		Alto Bonito-1; Dabeiba-2
Micromonacha	lanceolata		Micromonacha lanceolata		Buenavista-1
Microrhopias	bourcardi	consobrina	Microrhopias quixensis		Alto Bonito-2; Novita-2; Puerto Valdivia-2
Microrhopias	grisea	intermedia	Formicivora grisea		Andalucia-1; Calamar-2; Chicoral-7; Honda-5; La Playa-5
Microtriccus	brunneicapillus	brunneicapillus	Ornithion brunneicapillus		Alto Bonito-1; Buenaventura-1; Puerto Berrio-1
Milvago	chimachima		Milvago chimachima		Barrigon-1; Calamar-1; Cali-1; Chicoral-1; Honda-1; La Palma-1; Palmira-1; San Antonio-1
Mimus	gilvus	columbianus	Mimus gilvus		Dabeiba-1; La Playa-1; Quibdo-1
Mimus	gilvus	columbianus	Mimus gilvus		Alto Bonito-1
Mimus	gilvus	columbianus+tolimensis	Mimus gilvus		
Mimus	gilvus	tolimensis	Mimus gilvus		Andalucia-1; Barro Blanco-1; Caldas-4; Chicoral-1; Honda-1; Salento-1; San Agustin-1
Mimus	gilvus		Mimus gilvus		Magdalena River-1
Mionectes	oleagineus	oleagineus	Mionectes oleagineus		Florencia-2; Villavicencio-2
Mionectes	oleagineus	parcus	Mionectes oleagineus		Andalucia-1; Chicoral-2; Fusugasuga-1; Honda-1; Puerto Valdivia-2
Mionectes	olivaceus	hederaceus	Mionectes olivaceus		Barbacoas-5; Cisneros-1; Cocal-2; Juntas de Tamana-1; Lomitas-1; Puerto Valdivia-1; San Jose-2
Mionectes	olivaceus	venezuelensis	Mionectes olivaceus		Buena Vista-2
Mionectes	striaticollis	columbianus	Mionectes striaticollis		Cerro Munchique-1; La Candela-4; Miraflores-1; Rio Toche-1; Santa Elena-1
Mionectes	striaticollis	striaticollis	Mionectes striaticollis		La Candela-1; Rio Toche-1; San Agustin-1; San Antonio-1
Mitrephanes	berlepschi	eminulus	Mitrephanes phaeocercus		Alto Bonito-1
Mitrospingus	cassinii		Mitrospingus cassinii		Alto Bonito-3; Bagado-1; Barbacoas-13; Juntas de Tamana-3; Puerto Valdivia-4; San Jose-6
Mniotilta	varia		Mniotilta varia		Caldas-1; El Eden-1; El Roble-2; Honda-1; Lomitas-3; Quetame-1; Rio Frio-2; Salento-3; San Antonio-1; Santa Elena-1
Molothrus	bonariensis	aequatorialis	Molothrus bonariensis		Barbacoas-2; Tumaco-3
Molothrus	bonariensis	atronitens	Molothrus bonariensis		La Morelia-1
Molothrus	bonariensis	cabanisii	Molothrus bonariensis		Cali-5; Miraflores-5; San Agustin-2; San Antonio-7
Molothrus	bonariensis		Molothrus bonariensis		Caldas-4
Momonyx			Nomonyx dominicus		Cali-4
Momotus	aequatorialis	aequatorialis	Momotus aequatorialis		Andalucia-3; El Roble-1; La Florida-1; La Palma-1; La Tigrerra-1; Miraflores-1; Rio Toche-2; Salento-5; San Agustin-1; San Antonio-2; Santa Elena-1
Momotus	momota	ignobilis	Momotus momota		Barrigon-1; Florencia-5; La Morelia-4; Villavicencio-3
Momotus	subrufescens	subrufescens	Momotus subrufescens		Chicoral-1; Honda-4; La Playa-1; Magdalena River-2; Malena-2; Puerto Berrio-1
Monasa	flavirostris		Monasa flavirostris		Buena Vista-1; Florencia-3; La Morelia-3; Villavicencio-3
Monasa	morphoeus	sclateri	Monasa morphoeus		Puerto Valdivia-6; Santa Elena-1
Monasa	nigrifrons		Monasa nigrifrons		La Morelia-6
Monasa	pallescens	pallescens	Monasa morphoeus		Alto Bonito-5; Baudo-4
Monasa	peruana		Monasa morphoeus		Florencia-9
Muscisaxicola	alpinus	columbianus	Muscisaxicola alpinus		Paramo Santa Isabel-6
Myadestes	ralloides	candelae	Myadestes ralloides		La Candela-1
Myadestes	ralloides	venezuelensis	Myadestes ralloides		Aguadita-2; Anolaima-1; El Eden-1; Fusugasuga-1; Miraflores-2; San Antonio-9; Santa Elena-9
Myiarchus	apicalis		Myiarchus apicalis		Caldas-1; Cali-2; Chicoral-1; El Consuelo-1; Honda-4; Lomitas-2; San Antonio-3
Myiarchus	cephalotes		Myiarchus cephalotes		Cerro Munchique-1; El Eden-2; La Candela-1; La Palma-1; Miraflores-3; Rio Toche-2; Salento-4; Santa Elena-3
Myiarchus	crinitus		Myiarchus crinitus		Noanama-1; Palmira-1; Puerto Valdivia-3
Myiarchus	ferox	australis	Myiarchus ferox		Villavicencio-1
Myiarchus	ferox	panamensis	Myiarchus ferox		Bagado-1; Malena-1; Puerto Berrio-2; Turbaco-1
Myiarchus	ferox	venezuelensis	Myiarchus ferox		Florencia-1; La Morelia-2; Villavicencio-5
Myiarchus	fortirostris		Myiarchus swainsoni		
Myiarchus	nigricepa		Myiarchus tuberculifer		
Myiarchus	panamensis		Myiarchus panamensis		Chicoral-1
Myiarchus	tuberculifer	brunneiceps	Myiarchus tuberculifer		Alto Bonito-1
Myiarchus	tuberculifer	nigriceps	Myiarchus tuberculifer		Alto Bonito-2; Andalucia-3; Dabeiba-3; Juntas de Tamana-2; Rio Frio-2
Myiarchus	tuberculifer	tuberculifer	Myiarchus tuberculifer		Buena Vista-2; Villavicencio-1
Myiarchus	tyrannulus	tyrannulus	Myiarchus tyrannulus		La Playa-1
Myiobius	barbatus	atricaudus	Myiobius barbatus		Barbacoas-3; Caldas-2; Dabeiba-1; Malena-1
Myiobius	barbatus	aureatus	Myiobius barbatus		Alto Bonito-1; Barbacoas-2; Baudo-2; Juntas de Tamana-3; Novita-3; San Jose-1
Myiobius	barbatus	barbatus	Myiobius barbatus		La Morelia-1
Myiobius	barbatus		Myiobius barbatus		Florencia-3
Myiobius	bellus	(pulcher)	Nephelomyias pulcher		El Roble-1
Myiobius	bellus		Nephelomyias pulcher		Aguadita-2; El Roble-1
Myiobius	cinnamomeus	pryhopterus	Pyrrhomyias cinnamomeus		Miraflores-1; San Antonio-1
Myiobius	cinnamomeus	pyrchopterus	Pyrrhomyias cinnamomeus		Aguadita-1
Myiobius	cinnamomeus	pyrrhopterus	Pyrrhomyias cinnamomeus		Choachi-1; El Eden-1; Laguneta-1; San Antonio-1
Myiobius	cinnamomeus	pyrrhopteus	Pyrrhomyias cinnamomeus		Cerro Munchique-7; Cocal-2
Myiobius	flavicans		Myiophobus flavicans		Cerro Munchique-2; Cocal-1; El Eden-3; El Roble-2; Gallera-1; La Florida-1; San Antonio-2
Myiobius	pulcher	pulcher	Nephelomyias pulcher		Gallera-1
Myiobius	sulphurei	aureatus	Myiobius sulphureipygius		Alto Bonito-4
Myiobius	villosus		Myiobius villosus		Cocal-1; Ricaurte-2
Myiobius			Myiobius		Cocal-2; Honda-1; Rio Frio-1
Myioborus	chrysops		Myioborus ornatus		Almaguer-1; Coast Range-12; Cocal-1; El Eden-2; Laguneta-8; Paramo Santa Isabel-1; Rio Toche-2; Salento-1; Santa Elena-4; Valle de las Papas-4
Myioborus	miniatus	verticalis	Myioborus miniatus		Aguadita-5; Andalucia-1; Anolaima-4; Barro Blanco-2; Cali-1; Cerro Munchique-2; El Eden-1; El Roble-4; Fusugasuga-2; Gallera-2; La Candela-4; La Sierra-1; Lomitas-6; Miraflores-9; Paramillo-1; Popayan-1; Rio Toche-1; Salento-1; San Agustin-8; San Antonio-7; Santa Elena-4; Subia-1
Myioborus	ornatus		Myioborus ornatus		Anolaima-1; Chipaque-2; Choachi-1; El Roble-1; Penon-2; Subia-1
Myiochanes	ardosiacus	ardosiacus	Contopus fumigatus		Aguadita-3; Buenavista-1; Cerro Munchique-1; El Roble-2; Fusugasuga-1; Gallera-1; La Candela-2; La Palma-1; Paramillo-1; Ricaurte-2; Rio Toche-1; Salento-1; San Agustin-2; San Antonio-2
Myiochanes	ferox	panamensis	Myiarchus panamensis		Tumaco-2
Myiochanes	fumigatus	ardosiacus	Contopus fumigatus		San Agustin-1
Myiochanes	virens+richardsoni		Contopus sordidulus		
Myiodynastes	chrysocephalus	minor	Myiodynastes chrysocephalus		Andalucia-3; Buena Vista-1; El Roble-1; La Frijolera-2; La Palma-2; La Tigrerra-1; Lomitas-1; Rio Toche-1; Salento-2; San Agustin-3; San Antonio-4
Myiodynastes	luteiventris		Myiodynastes luteiventris		Chicoral-1
Myiodynastes	maculatus	nobilis	Myiodynastes maculatus		Alto Bonito-2; Calamar-1; Chicoral-4; Dabeiba-3; Malena-1; Palmira-2; Puerto Berrio-2; Puerto Valdivia-3
Myiopagis	viridicata	accola	Myiopagis viridicata		Caldas-2; Cisneros-3; Rio Frio-3
Myiopagis	viridicata	pallens	Myiopagis viridicata		Honda-3
Myiophobus	fasciatus	fasciatus	Myiophobus fasciatus		Andalucia-1; Lomitas-2; Quetame-1; San Antonio-1
Myiophobus	fasciatus		Myiophobus fasciatus		Caldas-2; Salento-1
Myiophobus	flavicans		Myiophobus flavicans		Anolaima-1; Santa Elena-1
Myiophobus			Myiophobus flavicans		Santa Elena-4
Myiornis	atricapillus		Myiornis atricapillus		Alto Bonito-1; Barbacoas-1; Novita-1
Myiothlypis	cinereicollis		Myiothlypis cinereicollis		Buena Vista-5
Myiothlypis	coronata		Myiothlypis coronata		Aguadita-2; Almaguer-1; Cerro Munchique-9; El Eden-4; El Roble-4; Fusugasuga-2; La Candela-1; Laguneta-2; Lomitas-1; Miraflores-1; Salento-3; San Antonio-11; Santa Elena-4; Subia-3
Myiothlypis	fulvicauda	semicervina	Myiothlypis fulvicauda		Alto Bonito-2; Barbacoas-3; Buenavista-7; Juntas de Tamana-3; Novita-1; Peque-1; Puerto Valdivia-1; Ricaurte-1; San Jose-5
Myiothlypis	fulvicauda		Myiothlypis fulvicauda		Chicoral-1
Myiothlypis	luteoviridis	quindiana	Myiothlypis luteoviridis		Cerro Munchique-1
Myiothlypis	luteoviridis	richardsoni	Myiothlypis luteoviridis		Laguneta-1
Myiothlypis	luteoviridis		Myiothlypis luteoviridis		Choachi-2; Fomeque-1; Subia-1
Myiothlypis	nigrocristata		Myiothlypis nigrocristata		Anolaima-1; Chipaque-7; El Eden-2; El Roble-1; Penon-2; Subia-3; Valle de las Papas-1
Myiothlypis					Almaguer-1; Anolaima-1
Myiotriccus	ornatus	ornatus	Myiotriccus ornatus		Aguadita-1; Fusugasuga-1; La Frijolera-4
Myiotriccus	ornatus	phoenicurus	Myiotriccus ornatus		Andalucia-1
Myiotriccus	ornatus	stellatus	Myiotriccus ornatus		Anolaima-1; Buenavista-7; Cocal-7; Gallera-7
Myiozetetes	cayanensis	cayanensis	Myiozetetes cayanensis		Andalucia-2; Bagado-4; Barbacoas-1; Barrigon-1; Baudo-1; Caldas-2; Cali-1; Dabeiba-3; Fusugasuga-1; Honda-2; Juntas de Tamana-1; Miraflores-1; Novita-2; Puerto Berrio-2; Puerto Valdivia-3; Quibdo-2; Rio Andagueda-2; Rio Frio-1; San Agustin-3; San Antonio-2; San Jose-2; Tumaco-3
Myiozetetes	cayanensis	hellmayri	Myiozetetes cayanensis		Andalucia-1; Rio Andagueda-1; Villavicencio-2
Myiozetetes	cayanensis	rufipennis	Myiozetetes cayanensis		Villavicencio-1
Myiozetetes	cayanensis		Myiozetetes cayanensis		Puerto Berrio-1
Myiozetetes	granadensis		Myiozetetes granadensis		Alto Bonito-2; Bagado-1; Barbacoas-1; Juntas de Tamana-1; San Jose-1; Villavicencio-1
Myiozetetes	similis	columbianus	Myiozetetes similis		Andalucia-1; Calamar-1; Chicoral-2; Magdalena River-1
Myiozetetes	similis	cunnivens	Myiozetetes similis		La Morelia-1
Myiozetetes	similis	similis	Myiozetetes similis		Buena Vista-1; Villavicencio-3
Myornis	senilis		Myornis senilis		Laguneta-2; Penon-1
Myrmeciza	longipes	boucardi	Myrmeciza longipes		Andalucia-1; Chicoral-1; Honda-2
Myrmeciza	longipes	leoncardi	Myrmeciza longipes		El Consuelo-1
Myrmeciza	longipes	panamensis	Myrmeciza longipes		Magdalena River-1
Myrmeciza	maculifer	cassini	Poliocrania exsul		Alto Bonito-8; Dabeiba-1; Malena-1; Puerto Valdivia-7
Myrmeciza	maculifer	maculifer	Poliocrania exsul		Bagado-1; Barbacoas-6; Baudo-1; Cisneros-6; Lomitas-1
Myrmeciza					Florencia-2; La Morelia-4
Myrmelastes	i.	berlepschi	Hafferia zeledoni		Barbacoas-11; Buenavista-2
Myrmelastes	immaculatus	berlepschi	Hafferia zeledoni		Alban-1; Novita-5; San Jose-5
Myrmelastes	immaculatus	immaculatus	Hafferia immaculata		Miraflores-1
Myrmelastes	leucostigma		Myrmelastes leucostigma		Alto Bonito-1
Myrmelastes	maculifer	cassini	Poliocrania exsul		Alto Bonito-1
Myrmelastes	maculifer	maculifer	Poliocrania exsul		Barbacoas-8; Juntas de Tamana-7; Novita-6
Myrmelastes			Hafferia zeledoni		San Jose-2
Myrmiciza	imaculatus	berlepschi	Hafferia zeledoni		Lomitas-1
Myrmoborus	leucophrys	leucophrys	Myrmoborus leucophrys		Buena Vista-7; Florencia-2; La Morelia-3; Villavicencio-8
Myrmoborus	myotherinus	elegans	Myrmoborus myotherinus		Florencia-4; La Morelia-4; Villavicencio-1
Myrmoborus					La Morelia-1
Myrmopagis	axillaris	albigula	Myrmotherula axillaris		Alto Bonito-3; Barbacoas-2; Baudo-1; Dabeiba-1; Juntas de Tamana-1; Novita-1; Puerto Valdivia-1; San Jose-2
Myrmopagis	axillaris	malaena	Myrmotherula axillaris		Florencia-2; La Morelia-1
Myrmopagis	axillaris	melaena	Myrmotherula axillaris		Florencia-4; La Morelia-2
Myrmopagis	cinereiventris	pallida	Myrmotherula menetriesii		La Morelia-1
Myrmopagis	fulviventris		Epinecrophylla fulviventris		Alban-1; Alto Bonito-3; Barbacoas-3; Juntas de Tamana-4; La Frijolera-1; Puerto Valdivia-4
Myrmopagis	haematomata		Epinecrophylla haematonota		La Morelia-1
Myrmopagis	ornata	ornata	Epinecrophylla ornata		Buena Vista-3
Myrmopagis	schisticolor	schisticolor	Myrmotherula schisticolor		Alto Bonito-1; La Frijolera-3; Lomitas-2; Ricaurte-1; San Antonio-3
Myrmopagus	fulviventris		Epinecrophylla fulviventris		Miraflores-1
Myrmopagus	schisticolor	schisticolor	Myrmotherula schisticolor		Miraflores-2
Myrmotherula	axillaris	melaena	Myrmotherula axillaris		Villavicencio-3
Myrmotherula	pacifica		Myrmotherula pacifica		Alto Bonito-5; Barbacoas-5; Buenaventura-2; Cisneros-5; Dabeiba-6; Juntas de Tamana-3; Malena-2; Noanama-4; Novita-2; Puerto Valdivia-3; Quibdo-2; San Jose-6; Tumaco-6
Myrmotherula	pygmaea		Myrmotherula brachyura		San Jose-1
Myrmotherula	pygmea		Myrmotherula brachyura		Florencia-1; La Morelia-1
Myrmotherula	schisticolor	interior	Myrmotherula schisticolor		Aguadita-1; Buena Vista-11; La Candela-4; La Morelia-1; La Palma-2
Myrmotherula			Myrmotherula		La Morelia-1; Lomitas-1; Miraflores-1; Villavicencio-1
Myrochanes	ardosiacus	ardosiacus	Contopus fumigatus		Anolaima-3
Neocrex	colombiana		Mustelirallus colombianus		Barbacoas-3
Neomorphus	geoffroyi	salvini	Neomorphus geoffroyi		Alto Bonito-1; Baudo-1; La Frijolera-1
Neomorphus	salvini	salvini	Neomorphus geoffroyi		Alto Bonito-1
Nettion			Anas andium		Paramo Santa Isabel-1
Nomonyx	dominicus		Nomonyx dominicus		Cali-2
Nomonyx			Nomonyx dominicus		Cali-5
Nonnula	frontalis		Nonnula frontalis		Algodonal-1
Notharchus	pectoralis		Notharchus pectoralis		Bagado-1; Barbacoas-7; Puerto Valdivia-4
Notharchus	tectus	subtectus	Notharchus tectus		Barbacoas-4; Malena-2; Nare-1; Puerto Berrio-1
Notharcus	hyperhynchus	leucocrissus	Notharchus hyperrhynchus		Honda-2
Nothocercus	bonapartei		Nothocercus bonapartei		Aguadita-1
Nothocercus	julius		Nothocercus julius		Choachi-1
Nothocercus					Almaguer-1; Andalucia-1; La Palma-1
Nothoprocta			Nothocercus julius		Laguneta-1
Nyctibius	grandis		Nyctibius grandis		Villavicencio-2
Nyctibius	longicaudatus		Nyctibius aethereus		Novita-2
Nycticorax	nycticorax	hoactli	Nycticorax nycticorax		La Morelia-1
Nycticorax	nycticorax		Nycticorax nycticorax		Rio Frio-1
Nycticorax			Nycticorax nycticorax		Cali-2
Nyctidromus	albicollis	albicollis	Nyctidromus albicollis		Barbacoas-1; Cali-1; Chicoral-1; Cisneros-1; La Candela-2; La Sierra-2; Malena-4; Novita-1; Puerto Berrio-3; Puerto Valdivia-1; Ricaurte-3; Rio Frio-4; San Antonio-1; Villavicencio-2
Nyctidromus	albicollis	derbyanus	Nyctidromus albicollis		Magdalena River-1
Nyroca	erythrophthalma		Netta erythrophthalma		Cali-1
Nyroca	nationi		Netta erythrophthalma		Cali-2
Nystactes	noanamai		Bucco noanamae		Quibdo-1
Nystalus	radiatus	radiatus	Nystalus radiatus		Puerto Valdivia-8
Nystalus	radiatus		Nystalus radiatus		Barbacoas-2; Honda-1; Puerto Berrio-1
Ochtho-diaeta	fumigata		Myiotheretes fumigatus		Choachi-3
Ochthoca	oenanthoides	brunneifrons	Ochthoeca oenanthoides		Santa Elena-1
Ochthodiaeta	fumigata		Myiotheretes fumigatus		Almaguer-1; Choachi-1; Coast Range-1; Laguneta-4; Paramo Santa Isabel-2; Salento-1
Ochthoeca	albidi[illeg]dema		Ochthoeca frontalis		Tocaimito-1
Ochthoeca	cinnamomeiventris		Ochthoeca cinnamomeiventris		Aguadita-2; Cerro Munchique-3; Chipaque-3; Fomeque-2; La Palma-4; Rio Toche-1; Salento-1
Ochthoeca	fumicolor	brunneifrons	Ochthoeca fumicolor		Paramillo-2
Ochthoeca	gratiosa	(betw.gratiosa&jesupi)	Ochthoeca diadema		
Ochthoeca	gratiosa	gratiosa	Ochthoeca diadema		Almaguer-2; Cerro Munchique-2; Coast Range-1; Cocal-3; El Roble-1; Laguneta-3; Salento-2; Santa Elena-1
Ochthoeca	lessoni		Ochthoeca rufipectoralis		Almaguer-3; Coast Range-16; Laguneta-13; Paramillo-1; Salento-2; Valle de las Papas-1
Ochthoeca	oeanthoides	brunneifrons	Ochthoeca oenanthoides		Coast Range-1
Ochthoeca	oenanthoides	brunneifrons	Ochthoeca oenanthoides		Paramillo-17; Paramo Santa Isabel-14; Santa Elena-4; Valle de las Papas-6
Ochthoeca	oenanthoides	fumicolor	Ochthoeca oenanthoides		Chipaque-10; Choachi-3; Penon-3
Ochthoeca	rufipectoralis	rufopectus	Ochthoeca rufipectoralis		Coast Range-2; Laguneta-1
Ochthornis	littoralis		Ochthornis littoralis		La Morelia-2
Ocreatus	mel.	longicaudus	Ocreatus underwoodii		Lomitas-1; Miraflores-1; San Antonio-7
Ocreatus	melanantherus	longicaudus	Ocreatus underwoodii		Salento-1
Ocreatus	melanantherus		Ocreatus underwoodii		El Roble-5; Salento-1
Ocreatus	underwoodii	underwoodii	Ocreatus underwoodii		Aguadita-1; Buena Vista-1; La Candela-3; Miraflores-4; San Agustin-1; San Antonio-1; Santa Elena-1
Odontophorus	gujanensis		Odontophorus gujanensis		La Morelia-1
Odontophorus					Andalucia-4; Bagado-1; Barbacoas-1; Baudo-2; Buena Vista-1; Cocal-1; La Candela-1; La Florida-1; Laguneta-1; Lomitas-2; Puerto Valdivia-2; San Antonio-2; Subia-1
Odontorhynchus	branickii		Odontorchilus branickii		La Palma-1
Ognorhynchus	icterotis		Ognorhynchus icterotis		Coast Range-2; La Frijolera-5; Miraflores-1; Rio Toche-11
Onychorhynchus	coronatus	castelnaui	Onychorhynchus coronatus		Villavicencio-1
Opisthocomus	hoazin		Opisthocomus hoazin		Barrigon-1; Florencia-6; Villavicencio-2
Opisthoprora	euryptera		Opisthoprora euryptera		Almaguer-1
Opnornis	martimica		Porphyrio martinica		La Morelia-1
Oreomyias	plumbeiceps		Phyllomyias plumbeiceps		La Candela-2; Salento-1
Oreothraupis	arremonops		Oreothraupis arremonops		Cocal-1
Oriothropis			Oreothraupis arremonops		Cocal-1
Orochelidon	murina		Orochelidon murina		Anolaima-1; Paramillo-2; Penon-7; Subia-1
Orodynastes	striaticollis	striaticollis	Myiotheretes striaticollis		Paramillo-1; Paramo Santa Isabel-1
Orodynastes	striaticollis		Myiotheretes striaticollis		Fomeque-1
Ortalis	columbiana		Ortalis columbiana		Guengue-1; La Candela-1
Ortalis			Ortalis		Andalucia-1; Bocas de Chimi-1; Chicoral-1; La Candela-5; La Morelia-6; San Agustin-2; San Antonio-2
Osculatia	purp.		Geotrygon purpurata		Buenavista-1
Osculatia			Geotrygon purpurata		La Vieja-3
Ostinops	alfredi	neglectus	Psarocolius angustifrons		Andalucia-3
Ostinops	alfredi	neglectus	Psarocolius angustifrons		Andalucia-1
Ostinops	alfredi	neglectus+angustrifrons	Psarocolius angustifrons		
Ostinops	alfredi	sincipitalis	Psarocolius angustifrons		Anolaima-1
Ostinops	alfredi		Psarocolius angustifrons		Anolaima-1
Ostinops	salmoni		Psarocolius angustifrons		Gallera-1; La Frijolera-1; La Tigrerra-1; Laguneta-1; Lomitas-2; Miraflores-2; Salento-1; San Antonio-8
Ostinops	salyioni		Psarocolius angustifrons		La Sierra-1
Ostinops	sincipitalis		Psarocolius angustifrons		Aguadita-2
Otus			?_Glaucidium jardini?		Choachi-1
Oxypogon	stubeli		Oxypogon stuebelii		Paramo Santa Isabel-2
Pachyramphus	castaneus	saturatus	Pachyramphus castaneus		La Morelia-1
Pachyramphus	cinnamomeus		Pachyramphus cinnamomeus		Barbacoas-1; Cisneros-1; San Jose-5
Pachyramphus	homochrous	homochrous	Pachyramphus homochrous		Novita-1
Pachyramphus	minor		Pachyramphus minor		Florencia-1; La Morelia-2; Villavicencio-1
Pachyramphus	niger		Pachyramphus niger		Buena Vista-2; Florencia-2; La Morelia-1; Villavicencio-3
Pachyramphus	polychopterus	tristis	Pachyramphus polychopterus		Villavicencio-1
Pachyramphus	polychopterus		Pachyramphus polychopterus		Aguadita-1
Pachyramphus	versicolor		Pachyramphus versicolor		Aguadita-1; Anolaima-1; Cerro Munchique-3; Choachi-1; El Eden-1; El Roble-2; Miraflores-2; San Antonio-7; Subia-1
Pachyramphus					Cali-1
Pachyrhamphus	atricapillus		Pachyramphus marginatus		La Morelia-1
Pachyrhamphus	cinnamomena		Pachyramphus cinnamomeus		Juntas de Tamana-1; Noanama-2; Novita-2
Pachyrhamphus	cinnamomeus		Pachyramphus cinnamomeus		Alto Bonito-5; Barbacoas-9; Buena Vista-1; Buenaventura-1; Cisneros-1; Malena-1; Puerto Valdivia-5
Pachyrhamphus	dorsalis		Pachyramphus polychopterus		Aguadita-2; Ricaurte-5; San Antonio-3
Pachyrhamphus	magdalenae		Pachyramphus cinnamomeus		Magdalena River-1
Pachysilvia	flavipes	flavipes	Hylophilus flavipes		Chicoral-1
Pachysylvia	flavipes	flavipes	Hylophilus flavipes		Calamar-1; Chicoral-3; La Playa-1; Magdalena River-1; Villavicencio-5
Pachysylvia	minor		Pachysylvia decurtata		Lomitas-1
Parabuteo	unicinctus	harrisi	Parabuteo unicinctus		Palmira-1
Parkesia	noveboracensis		Parkesia noveboracensis		Alto Bonito-1; Chicoral-3; El Roble-1; Honda-1; Juntas de Tamana-1; La Playa-1; Puerto Berrio-1; Puerto Valdivia-2; Rio Frio-1; Rio Toche-2; Salento-2; San Agustin-1; Villavicencio-2
Paroaria	gularis		Paroaria gularis		La Morelia-6
Patagioenas	cayennensis		Patagioenas cayennensis		Cali-2; Miraflores-1; Rio Frio-1
Patagioenas	plumbea	bogotensis	Patagioenas plumbea		La Frijolera-1; Salento-1
Patagioenas	speciosa		Patagioenas speciosa		Noanama-1; Novita-1
Patagioenas	subvinacea		Patagioenas subvinacea		El Roble-1; Salento-2
Penelope	ortoni		Penelope ortoni		Baudo-1
Penelope	perspicax		Penelope perspicax		Miraflores-1
Penelope	purpurascens		Penelope purpurascens		La Candela-1
Penelope					Almaguer-1; Florencia-2; La Candela-2; Paramo Santa Isabel-6; Penon-1; Salento-2; San Antonio-2; Subia-4; Valle de las Papas-3; Villavicencio-1
Perrissotriccus	atricapillus		Myiornis atricapillus		San Jose-1
Petasophora	cyanota		Colibri cyanotus		Santa Elena-3
Petasophora	cyanotus		Colibri cyanotus		El Eden-1; Rio Toche-7
Petasophora	iolata		Colibri coruscans		Anolaima-5; Subia-3
Petasphora	cyanotus		Colibri cyanotus		Santa Elena-1
Phaenostictus	mcleannani		Phaenostictus mcleannani		Barbacoas-2; Puerto Valdivia-1
Phaeomyias	murina	incomta	Phaeomyias murina		Calamar-2; Cali-6; Chicoral-1; Fusugasuga-1; Honda-3; Villavicencio-4
Phaethornis	anthophilus		Phaethornis anthophilus		Chicoral-1
Phaethornis	bourcieri		Phaethornis bourcieri		Florencia-1; La Morelia-3
Phaethornis	guy	emiliae	Phaethornis guy		Buena Vista-3; Buenaventura-1; Lomitas-5; Miraflores-5; Peque-1; San Antonio-3
Phaethornis	guyi	sancti-johannis	Phaethornis guy		Noanama-2; Novita-1
Phaethornis	hispidus		Phaethornis hispidus		Villavicencio-1
Phaethornis	striigularis	subrufescens	Phaethornis striigularis		Barbacoas-5
Phaethornis	syrmatophorus	syrmatophorus	Phaethornis syrmatophorus		Cerro Munchique-2; Cocal-1; Salento-1; San Antonio-3
Phaethornis	syrmatophorus		Phaethornis syrmatophorus		Cocal-1
