Institution,CatalogNumberPrefix,Kind of Object,Order,Family,ScientificName,Common Name (Name : Language),Date Collected,Country,ProvinceStateTerritory,PreciseLocation.Verbatim,Elevation.m,Collector,FieldNumber,Sex.Stage,Preparation.Remarks
NMNH,255940,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei saucerrottei,Steely-vented Hummingbird,10-Dec-10,Colombia,Valle del Cauca,Cali,1067 m,"Richardson, W. B.",AMNH 107783,Male,Skin: Whole
NMNH,256107,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus multistriatus,Bar-crested Antshrike,21-Dec-10,Colombia,Cauca,Cali,610 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256017,Specimen/Lot,Passeriformes,Tyrannidae,Fluvicola pica pica,Pied Water-Tyrant; Pied Water Tyrant,25-Dec-10,Colombia,Valle del Cauca,Cali,610 m,"Richardson, W. B.",AMNH 108122,Male,Skin: Whole
NMNH,256315,Specimen/Lot,Passeriformes,Icteridae,Molothrus bonariensis cabanisii,Shiny Cowbird,25-Dec-10,Colombia,Valle del Cauca,Cali,610 m,"Richardson, W. B.",AMNH 108460,Female,Skin: Whole
NMNH,256328,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus flammigerus flammigerus,Flame-rumped Tanager,25-Dec-10,Colombia,Valle del Cauca,Cali,610 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256016,Specimen/Lot,Passeriformes,Tyrannidae,Fluvicola pica pica,Pied Water-Tyrant; Pied Water Tyrant,25-Dec-10,Colombia,Valle del Cauca,Cali,1067 m,"Richardson, W. B.",AMNH 108123,Male,Skin: Whole
NMNH,255803,Specimen/Lot,Charadriiformes,Jacanidae,Jacana jacana melanopygia,Wattled Jacana; Wattled Jacana (Black-backed),25-Dec-10,Colombia,Valle del Cauca,Cali,1067 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256468,Specimen/Lot,Passeriformes,Emberizidae,Ammodramus humeralis humeralis,Grassland Sparrow,27-Dec-10,Colombia,Valle del Cauca,Cali,610 m,"Richardson, W. B.",AMNH 108447,Male,Skin: Whole
NMNH,256143,Specimen/Lot,Passeriformes,Formicariidae,Cercomacra nigricans,Jet Antbird,29-Dec-10,Colombia,Valle del Cauca,Cali,610 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,255998,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea pyrrhoptera,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,10-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108203,Male,Skin: Whole
NMNH,255956,Specimen/Lot,Apodiformes,Trochilidae,Adelomyia melanogenys cervina,Speckled Hummingbird,14-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 107875,Female,Skin: Whole
NMNH,255996,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea pyrrhoptera,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,14-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 108201,Male,Skin: Whole
NMNH,256421,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes albinucha ssp. nov. olson,White-naped Brush-Finch,15-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",108459,Male,Skin: Whole
NMNH,255960,Specimen/Lot,Apodiformes,Trochilidae,Coeligena coeligena ferruginea,Bronzy Inca,15-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",,unknown,Skin: Whole
NMNH,255928,Specimen/Lot,Apodiformes,Trochilidae,Hylocharis grayi grayi,Blue-headed Sapphire,15-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 107810,Male,Skin: Whole
NMNH,255965,Specimen/Lot,Apodiformes,Trochilidae,Ocreatus underwoodii melanantherus,Booted Racket-tail; White-booted Racket-tail,15-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256247,Specimen/Lot,Passeriformes,Vireonidae,Hylophilus semibrunneus,Rufous-naped Greenlet,16-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108348,Male,Skin: Whole
NMNH,256439,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes brunneinucha frontalis,Chestnut-capped Brushfinch (Plain-breasted); Chestnut-capped Brushfinch,17-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",108469,Male/Adult,Skin: Whole
NMNH,255918,Specimen/Lot,Apodiformes,Trochilidae,Haplophaedia aureliae caucensis,Greenish Puffleg,20-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256075,Specimen/Lot,Passeriformes,Cotingidae,Pipreola riefferii occidentalis,Green-and-black Fruiteater,20-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108276,Female,Skin: Whole
NMNH,256059,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus versicolor versicolor,Barred Becard,20-Jan-11,Colombia,Valle Del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 108263,Male,Skin: Whole
NMNH,256386,Specimen/Lot,Passeriformes,Emberizidae,Tangara labradorides labradorides,Metallic-green Tanager,21-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH108579,Female,Skin: Whole
NMNH,256194,Specimen/Lot,Passeriformes,Dendrocolaptidae,Lepidocolaptes affinis sneiderni,Spot-crowned Woodcreeper; Montane Woodcreeper,23-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108013,Male,Skin: Whole
NMNH,256448,Specimen/Lot,Passeriformes,Emberizidae,Saltator albicollis striatipectus,Lesser Antillean Saltator; Streaked Saltator,24-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108436,Male,Skin: Whole
NMNH,256377,Specimen/Lot,Passeriformes,Emberizidae,Tangara heinei,Blue-and-black Tanager (Spot-bellied); Black-capped Tanager,24-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH108592,Male,Skin: Whole
NMNH,256395,Specimen/Lot,Passeriformes,Emberizidae,Tangara vitriolina,Rufous-winged Tanager; Scrub Tanager,24-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256073,Specimen/Lot,Passeriformes,Cotingidae,Pipreola riefferii occidentalis,Green-and-black Fruiteater,24-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 108270,Male,Skin: Whole
NMNH,256327,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus flammigerus flammigerus,Flame-rumped Tanager,24-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256387,Specimen/Lot,Passeriformes,Emberizidae,Tangara labradorides labradorides,Metallic-green Tanager,24-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH108576,Female,Skin: Whole
NMNH,256365,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus flavinuchus cyanopterus,Blue-winged Mountain-Tanager; Blue-winged Mountain Tanager,25-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256452,Specimen/Lot,Passeriformes,Emberizidae,Saltator atripennis atripennis,Black-winged Saltator,25-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108428,Male,Skin: Whole
NMNH,255959,Specimen/Lot,Apodiformes,Trochilidae,Coeligena coeligena ferruginea,Bronzy Inca,26-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256193,Specimen/Lot,Passeriformes,Dendrocolaptidae,Lepidocolaptes affinis sneiderni,Spot-crowned Woodcreeper; Montane Woodcreeper,27-Jan-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108010,Male,Skin: Whole
NMNH,256106,Specimen/Lot,Passeriformes,Formicariidae,Grallaria ruficapilla ruficapilla,Chestnut-crowned Antpitta,28-Jan-11,Colombia,Cauca,,2012 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,255997,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea pyrrhoptera,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,28-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 108204,Male,Skin: Whole
NMNH,255859,Specimen/Lot,Piciformes,Ramphastidae,Aulacorhynchus haematopygus haematopygus,Crimson-rumped Toucanet,29-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 107930,Male/Juvenile,Skin: Whole
NMNH,256420,Specimen/Lot,Passeriformes,Emberizidae,Chlorospingus canigularis conspicillatus,Ashy-throated Bush-Tanager; Ashy-throated Chlorospingus (Olive-crowned); Ashy-throated Bush Tanager,29-Jan-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256422,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes albinucha ssp. nov. olson,White-naped Brush-Finch,1-Feb-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",108458,Female/Juvenile,Skin: Whole
NMNH,256215,Specimen/Lot,Passeriformes,Troglodytidae,Cyphorhinus thoracicus dichrous,Chestnut-breasted Wren (Northern); Chestnut-breasted Wren,1-Feb-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108143,Male,Skin: Whole
NMNH,256396,Specimen/Lot,Passeriformes,Emberizidae,Tangara vitriolina,Rufous-winged Tanager; Scrub Tanager,2-Feb-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,255963,Specimen/Lot,Apodiformes,Trochilidae,Ocreatus underwoodii ambiguus,Booted Racket-tail; White-booted Racket-tail,5-Feb-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256325,Specimen/Lot,Passeriformes,Icteridae,Psarocolius angustifrons salmoni,Russet-backed Oropendola,5-Feb-11,Colombia,Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 108651,Female/Juvenile,Skin: Whole
NMNH,255964,Specimen/Lot,Apodiformes,Trochilidae,Ocreatus underwoodii ambiguus,Booted Racket-tail; White-booted Racket-tail,6-Feb-11,Colombia,Valle del Cauca,San Antonio,1859 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256408,Specimen/Lot,Passeriformes,Emberizidae,Tangara arthus occidentalis,Golden Tanager (arthus); Golden Tanager,6-Feb-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH108526,Male,Skin: Whole
NMNH,256385,Specimen/Lot,Passeriformes,Emberizidae,Tangara labradorides labradorides,Metallic-green Tanager,6-Feb-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH108585,Female,Skin: Whole
NMNH,255934,Specimen/Lot,Apodiformes,Trochilidae,Phaethornis guy emiliae,Green Hermit,6-Feb-11,Colombia,Valle del Cauca,San Antonio,,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256086,Specimen/Lot,Passeriformes,Cotingidae,Pyroderus scutatus occidentalis,Red-ruffed Fruitcrow,11-Feb-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 107941,Female,Skin: Whole
NMNH,255957,Specimen/Lot,Apodiformes,Trochilidae,Adelomyia melanogenys cervina,Speckled Hummingbird,11-Feb-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 107877,Female,Skin: Whole
NMNH,255846,Specimen/Lot,Psittaciformes,Psittacidae,Forpus conspicillatus caucae,Spectacled Parrotlet,12-Feb-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 107736,Male,Skin: Whole
NMNH,255871,Specimen/Lot,Piciformes,Picidae,Veniliornis fumigatus fumigatus,Smoky-brown Woodpecker,14-Feb-11,Colombia,Valle Del Cauca,San Antonio,2012 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256454,Specimen/Lot,Passeriformes,Emberizidae,Saltator atripennis atripennis,Black-winged Saltator,16-Feb-11,Colombia,Valle del Cauca,San Antonio,1859 m,"Richardson, W. B.",AMNH 108432,Male,Skin: Whole
NMNH,256058,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus versicolor versicolor,Barred Becard,16-Feb-11,Colombia,Valle Del Cauca,San Antonio,2012 m,"Richardson, W. B.",AMNH 108264,Male/Juvenile,Skin: Whole
NMNH,256401,Specimen/Lot,Passeriformes,Emberizidae,Tangara gyrola deleticia,Bay-headed Tanager,19-Feb-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,255987,Specimen/Lot,Passeriformes,Tyrannidae,Zimmerius viridiflavus chrysops,Golden-faced Tyrannulet (Golden-faced); Golden-faced Tyrannulet,19-Feb-11,Colombia,Valle del Cauca,San Antonio,2134 m,"Richardson, W. B.",AMNH 108168,Male,Skin: Whole
NMNH,256027,Specimen/Lot,Passeriformes,Tyrannidae,Lophotriccus pileatus squamaecrista,Scale-crested Pygmy-Tyrant; Scale-crested Pygmy Tyrant,27-Feb-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",AMNH 108138,Male,Skin: Whole
NMNH,256223,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus mystacalis saltuensis,Whiskered Wren,27-Feb-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",AMNH 108293,Male,Skin: Whole
NMNH,256178,Specimen/Lot,Passeriformes,Furnariidae,Premnoplex brunnescens brunnescens,Spotted Barbtail,28-Feb-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",AMNH 108070,Male,Skin: Whole
NMNH,256028,Specimen/Lot,Passeriformes,Tyrannidae,Lophotriccus pileatus squamaecrista,Scale-crested Pygmy-Tyrant; Scale-crested Pygmy Tyrant,4-Mar-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",AMNH 108141,Male,Skin: Whole
NMNH,255941,Specimen/Lot,Apodiformes,Trochilidae,Amazilia saucerrottei saucerrottei,Steely-vented Hummingbird,6-Mar-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",AMNH 107785,Female,Skin: Whole
NMNH,255947,Specimen/Lot,Apodiformes,Trochilidae,Chlorostilbon melanorhynchus pumilus,,8-Mar-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",AMNH 107812,Male,Skin: Whole
NMNH,255933,Specimen/Lot,Apodiformes,Trochilidae,Phaethornis guy emiliae,Green Hermit,10-Mar-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256409,Specimen/Lot,Passeriformes,Emberizidae,Tangara arthus occidentalis,Golden Tanager (arthus); Golden Tanager,10-Mar-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",AMNH108520,Male,Skin: Whole
NMNH,255995,Specimen/Lot,Passeriformes,Tyrannidae,Mionectes olivaceus hederaceus,Olive-striped Flycatcher; Olive-striped Flycatcher (Olive-streaked),10-Mar-11,Colombia,Cauca,Los Cisneros,1829 m,"Richardson, W. B.",AMNH 108145,Male,Skin: Whole
NMNH,256369,Specimen/Lot,Passeriformes,Emberizidae,Tangara cyanicollis granadensis,Blue-browed Tanager; Blue-necked Tanager,12-Mar-11,Colombia,Cauca,Las Lomitas,1524 m,"Richardson, W. B.",10826,Male,Skin: Whole
NMNH,256150,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula surinamensis pacifica,Streaked Antwren; Pacific Antwren,17-Mar-11,Colombia,Cauca,Los Cisneros,183 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,255989,Specimen/Lot,Passeriformes,Tyrannidae,Phaeomyias murina incomta,Mouse-colored Tyrannulet,18-Mar-11,Colombia,Cauca,Los Cisneros,183 m,"Richardson, W. B.",AMNH 108159,Female,Skin: Whole
NMNH,256045,Specimen/Lot,Passeriformes,Pipridae,Manacus vitellinus viridiventris,Golden-collared Manakin,19-Mar-11,Colombia,Cauca,Los Cisneros,183 m,"Richardson, W. B.",AMNH 108251,Male,Skin: Whole
NMNH,256131,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul maculifer,Chestnut-backed Antbird,19-Mar-11,Colombia,Cauca,Los Cisneros,183 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,256129,Specimen/Lot,Passeriformes,Formicariidae,Myrmeciza exsul maculifer,Chestnut-backed Antbird,20-Mar-11,Colombia,Cauca,Los Cisneros,183 m,"Richardson, W. B.",,Male/Immature,Skin: Whole
NMNH,255980,Specimen/Lot,Passeriformes,Tyrannidae,Colonia colonus leuconotus,Long-tailed Tyrant,21-Mar-11,Colombia,Valle Del Cauca,Los Cisneros,183 m,"Richardson, W. B.",AMNH 108129,Female,Skin: Whole
NMNH,256149,Specimen/Lot,Passeriformes,Formicariidae,Myrmotherula surinamensis pacifica,Streaked Antwren; Pacific Antwren,21-Mar-11,Colombia,Cauca,Los Cisneros,183 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256109,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus multistriatus brachyurus,Bar-crested Antshrike,21-Mar-11,Colombia,Cauca,Los Cisneros,183 m,"Richardson, W. B.",,Female,Skin: Whole
NMNH,255939,Specimen/Lot,Apodiformes,Trochilidae,Amazilia rosenbergi,Purple-chested Hummingbird,23-Mar-11,Colombia,Valle del Cauca,Buenaventura,30 m,"Richardson, W. B.",AMNH 107790,Male,Skin: Whole
NMNH,256330,Specimen/Lot,Passeriformes,Emberizidae,Ramphocelus flammigerus icteronotus,Flame-rumped Tanager; Flame-rumped Tanager (Lemon-rumped); Lemon-rumped Tanager,23-Mar-11,Colombia,Valle del Cauca,Buenaventura,30 m,"Richardson, W. B.",,Male,Skin: Whole
NMNH,255936,Specimen/Lot,Apodiformes,Trochilidae,Phaethornis yaruqui,White-whiskered Hermit,23-Mar-11,Colombia,Valle del Cauca,Buenaventura,,"Richardson, W. B.",,Male,Skin: Whole
NMNH,256216,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus nigricapillus connectens,Bay Wren,24-Mar-11,Colombia,Valle del Cauca,Buenaventura,30 m,"Richardson, W. B.",AMNH 108289,Female/Juvenile,Skin: Whole
NMNH,256204,Specimen/Lot,Passeriformes,Turdidae,Turdus ignobilis goodfellowi,Black-billed Thrush,30-Mar-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.; Chapman, F. M.",AMNH 109115,Male,Skin: Whole
NMNH,255986,Specimen/Lot,Passeriformes,Tyrannidae,Zimmerius viridiflavus chrysops,Golden-faced Tyrannulet (Golden-faced); Golden-faced Tyrannulet,30-Mar-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.; Chapman, F. M.",AMNH 109022,Female,Skin: Whole
NMNH,256389,Specimen/Lot,Passeriformes,Emberizidae,Tangara labradorides labradorides,Metallic-green Tanager,31-Mar-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Richardson, W. B.; Chapman, F. M.",AMNH109284,Male,Skin: Whole
NMNH,256060,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus versicolor versicolor,Barred Becard,4-Apr-11,Colombia,Valle Del Cauca,San Antonio,2012 m,"Richardson, W. B.; Chapman, F. M.",AMNH 109063,Male,Skin: Whole
NMNH,256061,Specimen/Lot,Passeriformes,Tyrannidae,Pachyramphus versicolor versicolor,Barred Becard,4-Apr-11,Colombia,Valle Del Cauca,San Antonio,2012 m,"Richardson, W. B.; Chapman, F. M.",AMNH 109066,Female,Skin: Whole
NMNH,256314,Specimen/Lot,Passeriformes,Icteridae,Molothrus bonariensis cabanisii,Shiny Cowbird,5-Apr-11,Colombia,Cauca,San Antonio,2012 m,"Chapman, F. M.; Richardson, W. B.",AMNH 109357,Male,Skin: Whole
NMNH,255916,Specimen/Lot,Apodiformes,Trochilidae,Haplophaedia aureliae caucensis,Greenish Puffleg,7-Apr-11,Colombia,Valle del Cauca,San Antonio,2012 m,"Chapman, F. M.; Richardson, W. B.",,Female,Skin: Whole
NMNH,256322,Specimen/Lot,Passeriformes,Icteridae,Psarocolius decumanus melanterus,Crested Oropendola,11-Apr-11,Colombia,Cauca,Palmira,1067 m,"Chapman, F. M.; Richardson, W. B.",,Female,Skin: Whole
NMNH,255830,Specimen/Lot,Psittaciformes,Psittacidae,Ara severa,Chestnut-fronted Macaw,13-Apr-11,Colombia,Cauca,Palmira,1067 m,"Chapman, F. M.; Richardson, W. B.",AMNH 108747,Male,Skin: Whole
NMNH,256154,Specimen/Lot,Passeriformes,Furnariidae,Synallaxis albescens insignis,Pale-breasted Spinetail,18-Apr-11,Colombia,Cauca,Palmira,1067 m,"Richardson, W. B.; Chapman, F. M.",AMNH 108946,Male,Skin: Whole
NMNH,256417,Specimen/Lot,Passeriformes,Emberizidae,Chlorospingus canigularis conspicillatus,Ashy-throated Bush-Tanager; Ashy-throated Chlorospingus (Olive-crowned); Ashy-throated Bush Tanager,19-Apr-11,Colombia,Cauca,"Palmira, E",1890 m,"Chapman, F. M.; Richardson, W. B.",,Male,Skin: Whole
NMNH,256394,Specimen/Lot,Passeriformes,Emberizidae,Tangara vitriolina,Rufous-winged Tanager; Scrub Tanager,19-Apr-11,Colombia,Cauca,"Palmira, E of,",2073 m,"Chapman, F. M.; Richardson, W. B.",,Female,Skin: Whole
NMNH,256391,Specimen/Lot,Passeriformes,Emberizidae,Tangara labradorides labradorides,Metallic-green Tanager,19-Apr-11,Colombia,Cauca,"Palmira, East",2073 m,"Richardson, W. B.; Chapman, F. M.",AMNH109278,Male,Skin: Whole
NMNH,255966,Specimen/Lot,Apodiformes,Trochilidae,Ocreatus underwoodii ambiguus,Booted Racket-tail; White-booted Racket-tail,20-Apr-11,Colombia,Cauca,"Palmira, E of",1890 m,"Richardson, W. B.; Chapman, F. M.",,Male,Skin: Whole
NMNH,255845,Specimen/Lot,Psittaciformes,Psittacidae,Forpus conspicillatus caucae,Spectacled Parrotlet,20-Apr-11,Colombia,Cauca,"Palmira, E of",2073 m,"Richardson, W. B.; Chapman, F. M.",AMNH 108759,Male,Skin: Whole
NMNH,255817,Specimen/Lot,Columbiformes,Columbidae,Leptotila verreauxi decolor,White-tipped Dove; White-tipped Dove (decolor),22-Apr-11,Colombia,Valle del Cauca,Miraflores,2057 m,"Chapman, F. M.; Richardson, W. B.",,Male,Skin: Whole
NMNH,256233,Specimen/Lot,Passeriformes,Troglodytidae,Henicorhina leucophrys brunneiceps,Gray-breasted Wood-Wren; Gray-breasted Wood-Wren (Choco); Grey-breasted Wood Wren,22-Apr-11,Colombia,Cauca,La Tigrera,2057 m,"Richardson, W. B.; Chapman, F. M.",AMNH 109089,Male,Skin: Whole
NMNH,256015,Specimen/Lot,Passeriformes,Tyrannidae,Serpophaga cinerea cinerea,Torrent Tyrannulet,22-Apr-11,Colombia,Cauca,La Tigrera,2057 m,"Richardson, W. B.; Chapman, F. M.",AMNH 109006,Male,Skin: Whole
NMNH,255958,Specimen/Lot,Apodiformes,Trochilidae,Coeligena coeligena ferruginea,Bronzy Inca,23-Apr-11,Colombia,Cauca,"Palmira, E of",2073 m,"Chapman, F. M.; Richardson, W. B.",,Female,Skin: Whole
NMNH,255935,Specimen/Lot,Apodiformes,Trochilidae,Phaethornis guy emiliae,Green Hermit,24-Apr-11,Colombia,Cauca,East of Palmira,2073 m,"Richardson, W. B.; Chapman, F. M.",,unknown,Skin: Whole
NMNH,256110,Specimen/Lot,Passeriformes,Formicariidae,Thamnophilus multistriatus,Bar-crested Antshrike,24-Apr-11,Colombia,Cauca,"Palmira, E",2073 m,"Richardson, W. B.; Chapman, F. M.",AMNH108912,unknown,Skin: Whole
NMNH,256449,Specimen/Lot,Passeriformes,Emberizidae,Saltator albicollis striatipectus,Lesser Antillean Saltator; Streaked Saltator,25-Apr-11,Colombia,Cauca,"Palmira, E of",1372 m,"Richardson, W. B.; Chapman, F. M.",AMNH 109209,unknown,Skin: Whole
NMNH,255849,Specimen/Lot,Coraciiformes,Momotidae,Momotus momota aequatorialis,Blue-crowned Motmot; Andean Motmot,25-Apr-11,Colombia,Cauca,"Palmira, E. of",2073 m,"Chapman, F. M.",,Female,Skin: Whole
NMNH,256209,Specimen/Lot,Passeriformes,Turdidae,Myadestes ralloides plumbeiceps,Andean Solitaire (plumbeiceps); Andean Solitaire,26-Apr-11,Colombia,Cauca,East of Palmira,2073 m,"Chapman, F. M.; Richardson, W. B.",AMNH 109106,Female,Skin: Whole
NMNH,256167,Specimen/Lot,Passeriformes,Furnariidae,Anabacerthia striaticollis striaticollis,Montane Foliage-gleaner,26-Apr-11,Colombia,Cauca,"Palmira, E of",2073 m,"Richardson, W. B.; Chapman, F. M.",AMNH 108960,Female,Skin: Whole
NMNH,255915,Specimen/Lot,Apodiformes,Trochilidae,Haplophaedia aureliae caucensis,Greenish Puffleg,27-Apr-11,Colombia,Cauca,"Palmira, E of",2073 m,"Chapman, F. M.; Richardson, W. B.",,unknown,Skin: Whole
NMNH,256366,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus flavinuchus cyanopterus,Blue-winged Mountain-Tanager; Blue-winged Mountain Tanager,28-Apr-11,Colombia,Cauca,"Palmira, E",2073 m,"Chapman, F. M.; Richardson, W. B.",,Male,Skin: Whole
NMNH,256441,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes brunneinucha frontalis,Chestnut-capped Brushfinch (Plain-breasted); Chestnut-capped Brushfinch,28-Apr-11,Colombia,Cauca,"Palmira, E of",2073 m,"Richardson, W. B.; Chapman, F. M.",109236,Female/Adult,Skin: Whole
NMNH,256440,Specimen/Lot,Passeriformes,Emberizidae,Atlapetes brunneinucha frontalis,Chestnut-capped Brushfinch (Plain-breasted); Chestnut-capped Brushfinch,28-Apr-11,Colombia,Cauca,"Palmira, E of",2073 m,"Richardson, W. B.; Chapman, F. M.",109237,Male/Adult,Skin: Whole
