Institution,CatalogNumberPrefix,Kind of Object,Order,Family,ScientificName,Common Name (Name : Language),Date Collected,Country,ProvinceStateTerritory,PreciseLocation.Verbatim,Elevation.m,Collector,FieldNumber,Sex.Stage,Preparation.Remarks
NMNH,253442,Specimen/Lot,Passeriformes,Tyrannidae,Myiodynastes maculatus nobilis,Streaked Flycatcher,24-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Carriker, M. A.",UMMZ 44867,Male/Adult,Skin: Whole
NMNH,253413,Specimen/Lot,Piciformes,Bucconidae,Malacoptila mystacalis mystacalis,,24-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Ruthven, A. G.",UMMZ 44791,Female/Adult,Skin: Whole
NMNH,256405,Specimen/Lot,Passeriformes,Emberizidae,Tangara arthus aurulenta,Golden Tanager (arthus); Golden Tanager,25-Jul-13,Colombia,Cundinamarca,"Subia, Near La Mesa",1900 m,"Gonzalez, M.",,Male,Skin: Whole
NMNH,255840,Specimen/Lot,Psittaciformes,Psittacidae,Pyrrhura calliptera,Brown-breasted Parakeet; Flame-winged Parakeet,25-Jul-13,Colombia,Cundinamarca,"Subia, Junta a la Mesa",,"Gonzalez, M.",AMNH 126436,Male,Skin: Whole
NMNH,253423,Specimen/Lot,Passeriformes,Furnariidae,Anabacerthia striaticollis anxia,Montane Foliage-gleaner,26-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Carriker, M. A.",UMMZ 44860,Male/Immature,Skin: Whole
NMNH,253404,Specimen/Lot,Piciformes,Ramphastidae,Ramphastos sulfuratus brevicarinatus,Keel-billed Toucan,26-Jul-13,Colombia,Magdalena,San Lorenzo,1372 m,"Garcia, W.",UMMZ 44876,Male/Immature,Skin: Whole
NMNH,253364,Specimen/Lot,Falconiformes,Accipitridae,Chondrohierax uncinatus uncinatus,Hook-billed Kite,29-Jul-13,Colombia,Magdalena,Mamatoco,,Burkhardt,UMMZ 44902,Female/Adult,Skin: Whole
NMNH,253374,Specimen/Lot,Coraciiformes,Momotidae,Momotus momota subrufescens,Blue-crowned Motmot; Whooping Motmot,29-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",44872,Male/Adult,Skin: Whole
NMNH,253372,Specimen/Lot,Psittaciformes,Psittacidae,Brotogeris jugularis jugularis,Orange-chinned Parakeet,29-Jul-13,Colombia,Magdalena,Mamatoco,,"Garcia, W.",UMMZ 44801,Male,Skin: Whole
NMNH,253373,Specimen/Lot,Psittaciformes,Psittacidae,Brotogeris jugularis jugularis,Orange-chinned Parakeet,29-Jul-13,Colombia,Magdalena,Mamatoco,,"Garcia, W.",UMMZ 44802,Male,Skin: Whole
NMNH,253371,Specimen/Lot,Psittaciformes,Psittacidae,Brotogeris jugularis jugularis,Orange-chinned Parakeet,29-Jul-13,Colombia,Magdalena,Mamatoco,,"Garcia, W.",UMMZ 44803,Male,Skin: Whole
NMNH,253352,Specimen/Lot,Charadriiformes,Jacanidae,Jacana jacana hypomelaena,Wattled Jacana; Wattled Jacana (Black-backed),30-Jul-13,Colombia,Magdalena,Mamatoco,,Burkhardt,44776,Male/Adult,Skin: Whole
NMNH,253411,Specimen/Lot,Piciformes,Bucconidae,Bucco ruficollis ruficollis x decolor,,30-Jul-13,Colombia,Magdalena,Mamatoco,,"Ruthven, A. G.",UMMZ 44819,Female/Adult,Skin: Whole
NMNH,253410,Specimen/Lot,Piciformes,Bucconidae,Bucco ruficollis ruficollis x decolor,,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",UMMZ 44818,Male/Adult,Skin: Whole
NMNH,253412,Specimen/Lot,Piciformes,Bucconidae,Bucco ruficollis ruficollis x decolor,,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",UMMZ 44820,Male/Adult,Skin: Whole
NMNH,253331,Specimen/Lot,Columbiformes,Columbidae,Columbina passerina albivitta,Common Ground-Dove; Common Ground Dove,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",UMMZ 44764,Female/Adult,Skin: Whole
NMNH,253330,Specimen/Lot,Columbiformes,Columbidae,Columbina passerina albivitta,Common Ground-Dove; Common Ground Dove,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",UMMZ 44765,Male/Immature,Skin: Whole
NMNH,253398,Specimen/Lot,Cuculiformes,Cuculidae,Crotophaga sulcirostris sulcirostris,Groove-billed Ani,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",44887,Male/Adult,Skin: Whole
NMNH,253397,Specimen/Lot,Cuculiformes,Cuculidae,Crotophaga sulcirostris sulcirostris,Groove-billed Ani,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",44886,Male/Adult,Skin: Whole
NMNH,253469,Specimen/Lot,Passeriformes,Icteridae,Icterus nigrogularis nigrogularis,Yellow Oriole,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",UMUM 44813,Male/Adult,Skin: Whole
NMNH,253419,Specimen/Lot,Piciformes,Picidae,Melanerpes rubricapillus rubricapillus,Red-crowned Woodpecker,31-Jul-13,Colombia,Magdalena,Mamatoca,,"Gaige, F. M.",44770,Male/Adult,Skin: Whole
NMNH,253440,Specimen/Lot,Passeriformes,Tyrannidae,Pitangus sulphuratus rufipennis,Great Kiskadee,31-Jul-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",UMMZ 44825,Male/Adult,Skin: Whole
NMNH,253359,Specimen/Lot,Ciconiiformes,Ardeidae,Egretta tricolor tricolor,Tricolored Heron,Aug-13,Colombia,Magdalena,Cienaga,,Collector Unknown,UMMZ 44906,unknown/Immature,Skin: Whole
NMNH,253461,Specimen/Lot,Passeriformes,Emberizidae,Euphonia laniirostris crassirostris,Thick-billed Euphonia,1-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",,Male/Adult,Skin: Whole
NMNH,253368,Specimen/Lot,Falconiformes,Falconidae,Falco rufigularis petoensis,Bat Falcon,Aug-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",UMUM 44790,Female/Adult,Skin: Whole
NMNH,253422,Specimen/Lot,Passeriformes,Formicariidae,Sakesphorus melanonotus,Black-backed Antshrike,3-Aug-13,Colombia,Magdalena,Mamatoco,,"Gaige, F. M.",44821,Male/Immature,Skin: Whole
NMNH,253367,Specimen/Lot,Falconiformes,Accipitridae,Buteo magnirostris magnirostris,Roadside Hawk; Roadside Hawk (Cozumel I.),7-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44897,Male/Adult,Skin: Whole
NMNH,253406,Specimen/Lot,Piciformes,Ramphastidae,Pteroglossus torquatus nuchalis,Collared Aracari,7-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",UMMZ 44878,Male/Adult,Skin: Whole
NMNH,253405,Specimen/Lot,Piciformes,Ramphastidae,Pteroglossus torquatus nuchalis,Collared Aracari,7-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",UMMZ 44877,Female/Adult,Skin: Whole
NMNH,253391,Specimen/Lot,Trogoniformes,Trogonidae,Trogon melanurus macroura,Black-tailed Trogon; Black-tailed Trogon (Large-tailed),7-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44869,Male/Immature,Skin: Whole
NMNH,253393,Specimen/Lot,Trogoniformes,Trogonidae,Trogon violaceus caligatus,Violaceous Trogon; Gartered Trogon,7-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44870,Male/Adult,Skin: Whole
NMNH,253394,Specimen/Lot,Trogoniformes,Trogonidae,Trogon violaceus caligatus,Violaceous Trogon; Gartered Trogon,7-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44871,Female/Adult,Skin: Whole
NMNH,253441,Specimen/Lot,Passeriformes,Tyrannidae,Megarynchus pitangua pitangua,Boat-billed Flycatcher; Boat-billed Flycatcher (South American),7-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMMZ 44795,Male/Adult,Skin: Whole
NMNH,253375,Specimen/Lot,Coraciiformes,Momotidae,Momotus momota subrufescens,Blue-crowned Motmot; Whooping Motmot,7-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",,Female/Adult,Skin: Whole
NMNH,253443,Specimen/Lot,Passeriformes,Tyrannidae,Myiodynastes maculatus nobilis,Streaked Flycatcher,7-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMMZ 44805,Male/Adult,Skin: Whole
NMNH,253376,Specimen/Lot,Caprimulgiformes,Caprimulgidae,Nyctidromus albicollis gilvus,Common Pauraque; Pauraque,7-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",44797,Male/Adult,Skin: Whole
NMNH,253416,Specimen/Lot,Piciformes,Picidae,Campephilus melanoleucos malherbii,Crimson-chested Woodpecker; Crimson-crested Woodpecker,8-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",44767,Male/Adult,Skin: Whole
NMNH,253357,Specimen/Lot,Ciconiiformes,Ardeidae,Butorides striatus striatus,Striated Heron; Striated Heron (South American),9-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMMZ 44895,Female/Immature,Skin: Whole
NMNH,253363,Specimen/Lot,Falconiformes,Falconidae,Polyborus plancus cheriway,Crested Caracara; Northern Crested Caracara,9-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMUM 44900,Female/Immature,Skin: Whole
NMNH,253366,Specimen/Lot,Falconiformes,Accipitridae,Buteogallus urubitinga urubitinga,Great Black-Hawk; Great Black Hawk (Southern); Great Black Hawk,11-Aug-13,Colombia,Magdalena,Fundacion,,"Carriker, M. A.",UMMZ 44904,Male/Adult,Skin: Whole
NMNH,253351,Specimen/Lot,Charadriiformes,Jacanidae,Jacana jacana hypomelaena,Wattled Jacana; Wattled Jacana (Black-backed),11-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",44772,Male/Adult,Skin: Whole
NMNH,253361,Specimen/Lot,Ciconiiformes,Threskiornithidae,Phimosus infuscatus berlepschi,Bare-faced Ibis,12-Aug-13,Colombia,Magdalena,Fundacion,,"Carriker, M. A.",UMMZ 44901,Female/Adult,Skin: Whole
NMNH,253471,Specimen/Lot,Passeriformes,Icteridae,Psarocolius decumanus melanterus,Crested Oropendola,12-Aug-13,Colombia,Magdalena,Fundacion,,"Carriker, M. A.",,Female/Adult,Skin: Whole
NMNH,253436,Specimen/Lot,Passeriformes,Tyrannidae,Tyrannus melancholicus,Tropical Kingbird,13-Aug-13,Colombia,Magdalena,Fundacion,,"Carriker, M. A.",44826,Female/Adult,Skin: Whole
NMNH,253329,Specimen/Lot,Columbiformes,Columbidae,Columbina talpacoti rufipennis,Ruddy Ground-Dove; Ruddy Ground Dove; Cinnamon Becard,13-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMMZ 44763,Male/Adult,Skin: Whole
NMNH,253356,Specimen/Lot,Ciconiiformes,Ardeidae,Butorides striatus striatus,Striated Heron; Striated Heron (South American),14-Aug-13,Colombia,Magdalena,Fundacion,,"Carriker, M. A.",UMMZ 44896,Male/Immature,Skin: Whole
NMNH,253395,Specimen/Lot,Cuculiformes,Cuculidae,Crotophaga ani,Smooth-billed Ani,14-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44888,Male/Immature,Skin: Whole
NMNH,253432,Specimen/Lot,Passeriformes,Pipridae,Manacus manacus abditivus,White-bearded Manakin,15-Aug-13,Colombia,Magdalena,Fundacion,,"Carriker, M. A.",44844,Male/Adult,Skin: Whole
NMNH,253465,Specimen/Lot,Passeriformes,Icteridae,Agelaius icterocephalus icterocephalus,Yellow-hooded Blackbird,15-Aug-13,Colombia,Magdelena,Fundacion,,"Gaige, F. M.",UMMZ 44815,Male,Skin: Whole
NMNH,253466,Specimen/Lot,Passeriformes,Icteridae,Agelaius icterocephalus icterocephalus,Yellow-hooded Blackbird,15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",UMMZ 44839,Male,Skin: Whole
NMNH,253355,Specimen/Lot,Ciconiiformes,Ardeidae,Butorides striatus striatus,Striated Heron; Striated Heron (South American),15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",UMMZ 44894,Female/Immature,Skin: Whole
NMNH,253427,Specimen/Lot,Passeriformes,Furnariidae,Certhiaxis cinnamomea fuscifrons,Yellow-chinned Spinetail,15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44828,Male/Adult,Skin: Whole
NMNH,253396,Specimen/Lot,Cuculiformes,Cuculidae,Crotophaga ani,Smooth-billed Ani,15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44881,Male/Adult,Skin: Whole
NMNH,253400,Specimen/Lot,Cuculiformes,Cuculidae,Crotophaga major,Greater Ani,15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253399,Specimen/Lot,Cuculiformes,Cuculidae,Crotophaga major,Greater Ani,15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",,Male/Adult,Skin: Whole
NMNH,253448,Specimen/Lot,Passeriformes,Tyrannidae,Fluvicola pica pica,Pied Water-Tyrant; Pied Water Tyrant,15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",UMMZ 44841,Female/Adult,Skin: Whole
NMNH,253354,Specimen/Lot,Charadriiformes,Jacanidae,Jacana jacana hypomelaena,Wattled Jacana; Wattled Jacana (Black-backed),15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44774,Female/Immature,Skin: Whole
NMNH,253349,Specimen/Lot,Charadriiformes,Jacanidae,Jacana jacana hypomelaena,Wattled Jacana; Wattled Jacana (Black-backed),15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44771,Male/Adult,Skin: Whole
NMNH,253350,Specimen/Lot,Charadriiformes,Jacanidae,Jacana jacana hypomelaena,Wattled Jacana; Wattled Jacana (Black-backed),15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44773,Female/Adult,Skin: Whole
NMNH,253353,Specimen/Lot,Charadriiformes,Jacanidae,Jacana jacana hypomelaena,Wattled Jacana; Wattled Jacana (Black-backed),15-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",44775,Male/Immature,Skin: Whole
NMNH,253463,Specimen/Lot,Passeriformes,Emberizidae,Sporophila minuta minuta,Ruddy-breasted Seedeater,15-Aug-13,Colombia,Magdelena,Fundacion,,"Gaige, F. M.",UMUM 44840,Male/Adult,Skin: Whole
NMNH,253437,Specimen/Lot,Passeriformes,Tyrannidae,Tyrannus savana sanctaemartae,Fork-tailed Flycatcher; Fork-tailed Flycatcher (sanctaemartae),15-Aug-13,Colombia,Magdelena,Fundacion,,"Gaige, F. M.",UMMZ 44796,Female/Adult,Skin: Whole
NMNH,253467,Specimen/Lot,Passeriformes,Icteridae,Agelaius icterocephalus icterocephalus,Yellow-hooded Blackbird,15-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMMZ 44816,Female,Skin: Whole
NMNH,253468,Specimen/Lot,Passeriformes,Icteridae,Icterus nigrogularis nigrogularis,Yellow Oriole,15-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMUM 44809,Male/Adult,Skin: Whole
NMNH,253365,Specimen/Lot,Falconiformes,Accipitridae,Busarellus nigricollis nigricollis,Black-collared Hawk,16-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",UMMZ 44903,Male/Adult,Skin: Whole
NMNH,253470,Specimen/Lot,Passeriformes,Icteridae,Molothrus bonariensis cabanisii,Shiny Cowbird,16-Aug-13,Colombia,Magdalena,Fundacion,,"Gaige, F. M.",UMUM 44811,Male/Immature,Skin: Whole
NMNH,253409,Specimen/Lot,Piciformes,Galbulidae,Galbula ruficauda pallens,Rufous-tailed Jacamar; Rufous-tailed Jacamar (Black-chinned),16-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",44814,Male/Adult,Skin: Whole
NMNH,253450,Specimen/Lot,Passeriformes,Troglodytidae,Thryothorus leucotis leucotis,Buff-breasted Wren,16-Aug-13,Colombia,Magdalena,Fundacion,,"Ruthven, A. G.",UMMZ 44833,Male/Immature,Skin: Whole
NMNH,253338,Specimen/Lot,Charadriiformes,Charadriidae,Charadrius collaris,Collared Plover,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",44783,Female/Adult,Skin: Whole
NMNH,253335,Specimen/Lot,Charadriiformes,Charadriidae,Charadrius wilsonia cinnamominus,Wilson's Plover,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253336,Specimen/Lot,Charadriiformes,Charadriidae,Charadrius wilsonia cinnamominus,Wilson's Plover,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253334,Specimen/Lot,Charadriiformes,Charadriidae,Charadrius wilsonia cinnamominus,Wilson's Plover,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253333,Specimen/Lot,Charadriiformes,Charadriidae,Charadrius wilsonia cinnamominus,Wilson's Plover,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253332,Specimen/Lot,Charadriiformes,Charadriidae,Charadrius wilsonia cinnamominus,Wilson's Plover,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Male/Immature,Skin: Whole
NMNH,253377,Specimen/Lot,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis acutipennis,Lesser Nighthawk,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",44798,Female/Immature,Skin: Whole
NMNH,253327,Specimen/Lot,Columbiformes,Columbidae,Columba corensis,Bare-eyed Pigeon,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",UMMZ 44761,Male/Adult,Skin: Whole
NMNH,253326,Specimen/Lot,Columbiformes,Columbidae,Columba corensis,Bare-eyed Pigeon,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",UMMZ 44762,Female/Adult,Skin: Whole
NMNH,253417,Specimen/Lot,Piciformes,Picidae,Dryocopus lineatus mesorhynchus,Lineated Woodpecker,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253358,Specimen/Lot,Ciconiiformes,Ardeidae,Egretta tricolor ruficollis,Tricolored Heron,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",UMMZ 44907,Male/Adult,Skin: Whole
NMNH,253343,Specimen/Lot,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,22-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Male/Adult,Skin: Whole
NMNH,253345,Specimen/Lot,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-necked Stilt,23-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Male/Adult,Skin: Whole
NMNH,253347,Specimen/Lot,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-necked Stilt,23-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",44892,Female/Immature,Skin: Whole
NMNH,253346,Specimen/Lot,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-necked Stilt,23-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Male/Adult,Skin: Whole
NMNH,253342,Specimen/Lot,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,23-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253340,Specimen/Lot,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,23-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Female/Adult,Skin: Whole
NMNH,253341,Specimen/Lot,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,23-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Male/Adult,Skin: Whole
NMNH,253344,Specimen/Lot,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,23-Aug-13,Colombia,Magdalena,Cienaga,,"Gaige, F. M.",,Male/Immature,Skin: Whole
NMNH,253370,Specimen/Lot,Psittaciformes,Psittacidae,Aratinga pertinax aeruginosa,Brown-throated Parakeet; Brown-throated Parakeet (Veraguas),23-Aug-13,Colombia,Magdalena,Cienaga,,"Ruthven, A. G.",UMMZ 44804,Male/Adult,Skin: Whole
NMNH,253337,Specimen/Lot,Charadriiformes,Charadriidae,Charadrius collaris,Collared Plover,23-Aug-13,Colombia,Magdalena,Cienaga,,"Ruthven, A. G.",44782,Female/Adult,Skin: Whole
NMNH,253362,Specimen/Lot,Pelecaniformes,Phalacrocoracidae,Phalacrocorax olivaceus olivaceus,Neotropic Cormorant,23-Aug-13,Colombia,Magdalena,Cienaga,,"Ruthven, A. G.",44932,Female/Adult,Skin: Whole
NMNH,253339,Specimen/Lot,Charadriiformes,Scolopacidae,Tringa solitaria solitaria,Solitary Sandpiper; Solitary Sandpiper (solitaria),23-Aug-13,Colombia,Magdalena,Cienaga,,"Ruthven, A. G.",,Female/Adult,Skin: Whole
NMNH,255833,Specimen/Lot,Psittaciformes,Psittacidae,Ara severa,Chestnut-fronted Macaw,21-Dec-13,Colombia,Meta,"Barrigon, Head of Rio Meta",,"Gonzalez, M.",AMNH 130628,Female,Skin: Whole
NMNH,255841,Specimen/Lot,Psittaciformes,Psittacidae,Forpus conspicillatus conspicillatus,Spectacled Parrotlet,21-Dec-13,Colombia,Meta,"Barrigon, Head of Rio Meta",,"Gonzalez, M.",AMNH 130631,Male,Skin: Whole
NMNH,256306,Specimen/Lot,Passeriformes,Icteridae,Cacicus cela cela,Yellow-rumped Cacique; Yellow-rumped Cacique (Amazonian),23-Dec-13,Colombia,Meta,"Barrigon, Head of Rio Meta",,"Gonzalez, M.",AMNH 130706,Male,Skin: Whole
NMNH,256264,Specimen/Lot,Passeriformes,Corvidae,Cyanocorax violaceus violaceus,Violaceous Jay,23-Dec-13,Colombia,Meta,"Barrigon, Head of Rio Meta",,"Gonzalez, M.",AMNH 130710,Female,Skin: Whole
NMNH,277209,Specimen/Lot,Passeriformes,Icteridae,Macroagelaius subalaris subalaris,Mountain Grackle; Colombian Mountain Grackle,Feb-14,Colombia,Cundinamarca,Aguadita,,Collector Unknown,,unknown,Skin: Whole
NMNH,277208,Specimen/Lot,Passeriformes,Icteridae,Macroagelaius subalaris subalaris,Mountain Grackle; Colombian Mountain Grackle,Feb-14,Colombia,Cundinamarca,Aguadita,,Collector Unknown,,unknown,Skin: Whole
NMNH,308400,Specimen/Lot,Passeriformes,Parulidae,Myioborus flavivertex,Yellow-crowned Redstart; Yellow-crowned Whitestart,26-Mar-14,Colombia,,"San Miguel, Sierra Nevada De Santa Marta",,"Carriker, M. A.",14542; 45087,unknown,Skin: Whole
NMNH,255975,Specimen/Lot,Passeriformes,Tyrannidae,Hemitriccus granadensis granadensis,Black-throated Tody-Tyrant,16-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10066; AMNH 133678,Male,Skin: Whole
NMNH,256356,Specimen/Lot,Passeriformes,Emberizidae,Thraupis cyanocephala annectens,Blue-capped Tanager,16-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10082,Female,Skin: Whole
NMNH,256383,Specimen/Lot,Passeriformes,Emberizidae,Tangara nigroviridis cyanescens,Beryl-spangled Tanager,17-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10102,Female,Skin: Whole
NMNH,256255,Specimen/Lot,Passeriformes,Vireonidae,Vireo gilvus dissors,Warbling Vireo; Brown-capped Vireo,18-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10114; AMNH134058,Female,Skin: Whole
NMNH,256226,Specimen/Lot,Passeriformes,Troglodytidae,Henicorhina leucophrys leucophrys,Gray-breasted Wood-Wren; Gray-breasted Wood-Wren (hilaris); Grey-breasted Wood Wren,19-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10143; AMNH 133995,Female,Skin: Whole
NMNH,256208,Specimen/Lot,Passeriformes,Turdidae,Myadestes ralloides plumbeiceps,Andean Solitaire (plumbeiceps); Andean Solitaire,19-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10147; AMNH 134015,Male,Skin: Whole
NMNH,256070,Specimen/Lot,Passeriformes,Cotingidae,Pipreola riefferii riefferii,Green-and-black Fruiteater,19-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10139; AMNH 133893,Female,Skin: Whole
NMNH,256001,Specimen/Lot,Passeriformes,Tyrannidae,Pyrrhomyias cinnamomea pyrrhoptera,Cinnamon Flycatcher (Santa Marta); Cinnamon Flycatcher,19-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10136; AMNH 133765,Female,Skin: Whole
NMNH,255982,Specimen/Lot,Passeriformes,Tyrannidae,Zimmerius viridiflavus chrysops,Golden-faced Tyrannulet (Golden-faced); Golden-faced Tyrannulet,19-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10135; AMNH 133706,Female,Skin: Whole
NMNH,256358,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus flavinuchus antioquiae,Blue-winged Mountain-Tanager; Blue-winged Mountain Tanager,20-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10155,Female,Skin: Whole
NMNH,255985,Specimen/Lot,Passeriformes,Tyrannidae,Zimmerius viridiflavus chrysops,Golden-faced Tyrannulet (Golden-faced); Golden-faced Tyrannulet,20-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10175; AMNH 133702,Male,Skin: Whole
NMNH,255983,Specimen/Lot,Passeriformes,Tyrannidae,Zimmerius viridiflavus chrysops,Golden-faced Tyrannulet (Golden-faced); Golden-faced Tyrannulet,20-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10172; AMNH 133707,Female,Skin: Whole
NMNH,255974,Specimen/Lot,Passeriformes,Tyrannidae,Myiophobus flavicans flavicans,Flavescent Flycatcher,21-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10188; AMNH 133776,Female,Skin: Whole
NMNH,256256,Specimen/Lot,Passeriformes,Corvidae,Cyanocorax yncas galeatus,Green Jay; Inca Jay,22-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, L. E.; Boyle",10218; AMNH 134580,Female,Skin: Whole
NMNH,256359,Specimen/Lot,Passeriformes,Emberizidae,Anisognathus flavinuchus antioquiae,Blue-winged Mountain-Tanager; Blue-winged Mountain Tanager,23-Nov-14,Colombia,Antioquia,Santa Elena,2743 m,"Miller, J. R.; Boyle",10236,Male,Skin: Whole
NMNH,255813,Specimen/Lot,Columbiformes,Columbidae,Columba fasciata albilinea,Band-tailed Pigeon; Band-tailed Pigeon (Viosca's),28-Nov-14,Colombia,Antioquia,Barro Blanco,2195 m,"Miller, J. R.; Boyle",10306; AMNH 132914,Female,Skin: Whole
