Chapman	Clements	Locality.specific	Locality	Count
Saltator atripennis atripennis	Saltator atripennis	Cocal	Cocal	1
Saltator atripennis atripennis	Saltator atripennis	Ricaurte	Ricaurte	5
Saltator atripennis atripennis	Saltator atripennis	Barbacoas	Barbacoas	1
Saltator atripennis atripennis	Saltator atripennis	Miraflores	Miraflores	3
Saltator atripennis atripennis	Saltator atripennis	Salento	Salento	1
Saltator atripennis caniceps	Saltator atripennis	Fusagasuga	Fusagasuga	1
Saltator atripennis caniceps	Saltator atripennis	Aguadita	Aguadita	2
Saltator atripennis caniceps	Saltator atripennis	Anolaima	Anolaima	4
Saltator atripennis caniceps	Saltator atripennis	Panama (above Pacho)	Pacho	1
Saltator atripennis caniceps	Saltator atripennis	Muzo	Muzo	1
Saltator olivascens	Saltator coerulescens	La Playa	La Playa	1
Saltator olivascens	Saltator coerulescens	Rio Sinu	Rio Sinu	1
Saltator olivascens	Saltator coerulescens	Calamar	Calamar	1
Saltator olivascens	Saltator coerulescens	Algodonal	Algodonal	1
Saltator caerulescens azarae	Saltator coerulescens	Florencia	Florencia	2
Saltator caerulescens azarae	Saltator coerulescens	Villavicencio	Villavicencio	2
Saltator caerulescens azarae	Saltator coerulescens	Buena Vista	Buena Vista	1
Saltator striatipectus striatipectus	Saltator striatipectus	Dabeiba	Dabeiba	4
Saltator striatipectus striatipectus	Saltator striatipectus	Caldas	Caldas	3
Saltator striatipectus striatipectus	Saltator striatipectus	San Antonio	San Antonio	2
Saltator striatipectus striatipectus	Saltator striatipectus	La Florida	La Florida	1
Saltator striatipectus striatipectus	Saltator striatipectus	Cali	Cali	1
Saltator striatipectus striatipectus	Saltator striatipectus	Rio Frio	Rio Frio	2
Saltator striatipectus striatipectus	Saltator striatipectus	Palmira	Palmira	4
Saltator striatipectus striatipectus	Saltator striatipectus	Miraflores (below)	Miraflores	6
Saltator striatipectus striatipectus	Saltator striatipectus	San Agustin (near)	San Agustin	4
Saltator striatipectus striatipectus	Saltator striatipectus	La Candela	La Candela	2
Saltator striatipectus striatipectus	Saltator striatipectus	Andalucia (below)	Andalucia	4
Saltator striatipectus striatipectus	Saltator striatipectus	Chicoral	Chicoral	1
Saltator striatipectus striatipectus	Saltator striatipectus	Rio Toche	Rio Toche	1
Saltator striatipectus striatipectus	Saltator striatipectus	Honda	Honda	7
Saltator striatipectus striatipectus	Saltator striatipectus	Fusagasuga	Fusagasuga	1
Spinus spinescens spinescens	Spinus spinescens	Bogota	Bogota	6
Spinus spinescens spinescens	Spinus spinescens	La Holanda	La Holanda	2
Spinus spinescens spinescens	Spinus spinescens	La Porquera	La Porquera	1
Spinus spinescens spinescens	Spinus spinescens	La Mar	La Mar	1
Spinus spinescens spinescens	Spinus spinescens	Chipaque	Chipaque	1
Spinus spinescens spinescens	Spinus spinescens	El Roble	Los Robles	1
Spinus nigricauda	Spinus spinescens	Paramillo (12500 ft)	Paramillo	4
Spinus nigricauda	Spinus spinescens	Santa Isabel (12700 ft)	Santa Isabel	2
Spinus xanthogaster	Spinus xanthogastrus	San Antonio	San Antonio	4
Spinus xanthogaster	Spinus xanthogastrus	Santa Elena	Santa Elena	2
Astragalinus psaltria columbianus	Spinus psaltria	Caldas	Caldas	3
Astragalinus psaltria columbianus	Spinus psaltria	Miraflores	Miraflores	4
Astragalinus psaltria columbianus	Spinus psaltria	San Antonio	San Antonio	2
Astragalinus psaltria columbianus	Spinus psaltria	Cerro Munchique	Cerro Munchique	1
Astragalinus psaltria columbianus	Spinus psaltria	El Eden	El Eden	3
Astragalinus psaltria columbianus	Spinus psaltria	Rio Toche	Rio Toche	1
Astragalinus psaltria columbianus	Spinus psaltria	Chicoral	Chicoral	1
Astragalinus psaltria columbianus	Spinus psaltria	San Agustin (near)	San Agustin	1
Astragalinus psaltria columbianus	Spinus psaltria	La Palma	La Palma	1
Astragalinus psaltria columbianus	Spinus psaltria	La Candela	La Candela	3
Astragalinus psaltria columbianus	Spinus psaltria	Andalucia (3000 ft)	Andalucia	3
Astragalinus psaltria columbianus	Spinus psaltria	El Consuelo	El Consuelo	2
Astragalinus psaltria columbianus	Spinus psaltria	Fusagasuga	Fusagasuga	1
Astragalinus psaltria columbianus	Spinus psaltria	Bogota	Bogota	1
Astragalinus psaltria columbianus	Spinus psaltria	Quetame	Quetame	1
Astragalinus psaltria columbianus	Spinus psaltria	Buena Vista	Buena Vista	4
Astragalinus psaltria columbianus	Spinus psaltria	La Holanda	La Holanda	5
Astragalinus psaltria columbianus	Spinus psaltria	La Hererra	La Hererra	2
Astragalinus psaltria columbianus	Spinus psaltria	El Carmen	El Carmen	2
Astragalinus psaltria columbianus	Spinus psaltria	Pacho	Pacho	1
Astragalinus psaltria columbianus	Spinus psaltria	Subia	Subia	1
Astragalinus psaltria columbianus	Spinus psaltria	Tenasuca	Tenasuca	1
Astragalinus psaltria columbianus	Spinus psaltria	Puente Andalucia	Puente Andalucia	6
Sicalis flaveola	Sicalis flaveola	Turbaco	Turbaco	2
Sicalis flaveola	Sicalis flaveola	La Playa	La Playa	2
Sicalis flaveola	Sicalis flaveola	Calamar	Calamar	3
Sicalis flaveola	Sicalis flaveola	Boca de Chimi	Bocas de Chimi	1
Sicalis arvensis minor	Sicalis luteola	Cali	Cali	1
Sicalis arvensis minor	Sicalis luteola	Chicoral	Chicoral	1
Sicalis arvensis minor	Sicalis luteola	Bogota	Bogota	4
Sicalis arvensis minor	Sicalis luteola	Subia	Subia	2
Sicalis arvensis minor	Sicalis luteola	Puente Andalucia	Puente Andalucia	1
Sicalis arvensis minor	Sicalis luteola	El Carmen	El Carmen	1
Sicalis arvensis minor	Sicalis luteola	La Mar	La Mar	2
Spiza americana	Spiza americana	Salaqui	Salaqui	1
Spiza americana	Spiza americana	Calamar	Calamar	1
Ammodramus savannarum caucae	Ammodramus savannarum	Cali	Cali	3
Myospiza manimbe columbiana	Ammodramus humeralis	Cali	Cali	5
Myospiza manimbe columbiana	Ammodramus humeralis	La Manuelita	La Manuelita	3
Myospiza manimbe columbiana	Ammodramus humeralis	Honda	Honda (W of)	1
Myospiza manimbe columbiana	Ammodramus humeralis	Chicoral	Chicoral	5
Myospiza aurifrons	Ammodramus aurifrons	Florencia	Florencia	6
Myospiza aurifrons	Ammodramus aurifrons	La Morelia	La Morelia	5
Myospiza cherriei	Ammodramus aurifrons	Villavicencio	Villavicencio	3
Brachyspiza capensis peruviana	Zonotrichia capensis	Paramillo	Paramillo	9
Brachyspiza capensis peruviana	Zonotrichia capensis	La Frijolera	La Frijolera	1
Brachyspiza capensis peruviana	Zonotrichia capensis	Caldas	Caldas	3
Brachyspiza capensis peruviana	Zonotrichia capensis	San Antonio	San Antonio	8
Brachyspiza capensis peruviana	Zonotrichia capensis	Cali	Cali	4
Brachyspiza capensis peruviana	Zonotrichia capensis	Popayan	Popayan	1
Brachyspiza capensis peruviana	Zonotrichia capensis	Cerro Munchique	Cerro Munchique	3
Brachyspiza capensis peruviana	Zonotrichia capensis	Andes W of Popayan (10340 ft)	Coast Range	2
Brachyspiza capensis peruviana	Zonotrichia capensis	Ricaurte	Ricaurte	2
Brachyspiza capensis peruviana	Zonotrichia capensis	Salento	Salento	3
Brachyspiza capensis peruviana	Zonotrichia capensis	Santa Elena	Santa Elena	1
Brachyspiza capensis peruviana	Zonotrichia capensis	Laguneta	Laguneta	1
Brachyspiza capensis peruviana	Zonotrichia capensis	Santa Isabel	Paramo Santa Isabel	3
Brachyspiza capensis peruviana	Zonotrichia capensis	El Eden	El Eden	3
Brachyspiza capensis peruviana	Zonotrichia capensis	Rio Toche	Rio Toche	4
Brachyspiza capensis peruviana	Zonotrichia capensis	Miraflores	Miraflores	3
Brachyspiza capensis peruviana	Zonotrichia capensis	La Sierra	La Sierra	1
Brachyspiza capensis peruviana	Zonotrichia capensis	Valle de las Papas	Valle de las Papas	1
Brachyspiza capensis peruviana	Zonotrichia capensis	San Agustin (near)	San Agustin	5
Brachyspiza capensis peruviana	Zonotrichia capensis	Andalucia (3000 ft)	Andalucia	2
Brachyspiza capensis peruviana	Zonotrichia capensis	La Holanda	La Holanda	4
Brachyspiza capensis peruviana	Zonotrichia capensis	El Roble	Los Robles	1
Brachyspiza capensis peruviana	Zonotrichia capensis	El Penon	El Penon	1
Brachyspiza capensis peruviana	Zonotrichia capensis	Bogota	Bogota	6
Brachyspiza capensis peruviana	Zonotrichia capensis	Chipaque	Chipaque	3
Brachyspiza capensis peruviana	Zonotrichia capensis	Quetame	Quetame	2
Arremonops conirostris conirostris	Arremonops conirostris	Puerto Berrio	Puerto Berrio	2
Arremonops conirostris conirostris	Arremonops conirostris	Malena	Malena	5
Arremonops conirostris conirostris	Arremonops conirostris	Nare	Nare	1
Arremonops conirostris conirostris	Arremonops conirostris	Honda	Honda	6
Arremonops conirostris conirostris	Arremonops conirostris	Chicoral	Chicoral	4
Arremonops conirostris conirostris	Arremonops conirostris	Buena Vista	Buena Vista	7
Arremonops conirostris conirostris	Arremonops conirostris	Villavicencio	Villavicencio	3
Arremonops conirostris inexpectata	Arremonops conirostris	Andalucia (3000 ft)	Andalucia	13
Arremonops conirostris chrysoma	Arremonops conirostris	Tumaco	Tumaco	2
Arremonops conirostris chrysoma	Arremonops conirostris	Barbacoas	Barbacoas	2
Arremonops conirostris chrysoma	Arremonops conirostris	Buena Vista	Buena Vista	2
Emberizoides sphenurus	Emberizoides herbicola	La Manuelita	La Manuelita	2
Emberizoides sphenurus	Emberizoides herbicola	Quetame	Quetame	1
Pseudochloris citrina antioquiae	Sicalis citrina	Barro Blanco	Barro Blanco	5
Phrygilus unicolor grandis	Geospizopsis unicolor	Santa Isabel	Paramo Santa Isabel	19
Phrygilus unicolor geospizopsis	Geospizopsis unicolor	Choachi	Choachi	9
Spodiornis jardini	Spodiornis rusticus	Almaguer	Almaguer	1
Paroaria gularis	Paroaria gularis	La Morelia	La Morelia	6
Arremon aurantiirostris erythrorhynchus	Arremon aurantiirostris	Chicoral	Chicoral	3
Arremon aurantiirostris erythrorhynchus	Arremon aurantiirostris	Honda (W of)	Honda (W of)	2
Arremon aurantiirostris erythrorhynchus	Arremon aurantiirostris	Puerto Valdivia	Puerto Valdivia	1
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Dabeiba	Dabeiba	4
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Alto Bonito	Alto Bonito	4
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Novita Trail (1600 ft)	Novita Trail	1
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Buenaventura	Buenaventura	1
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	San Jose	San Jose	4
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Cerro Munchique (6000 ft)	Cerro Munchique	2
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Cocal (4000 ft)	Cocal	1
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Barbacoas	Barbacoas	2
Arremon aurantiirostris occidentalis	Arremon aurantiirostris	Buenavista	Buenavista	1
Arremon axillaris	Arremon taciturnus	Villavicencio	Villavicencio	2
Lysurus castaneiceps	Arremon castaneiceps	Novita Trail (6000 ft)	Novita Trail	2
Lysurus castaneiceps	Arremon castaneiceps	Novita Trail (8500 ft)	Novita Trail	1
Lysurus castaneiceps	Arremon castaneiceps	Cocal	Cocal	1
Lysurus castaneiceps	Arremon castaneiceps	Gallera	Gallera	2
Atlapetes flaviceps	Atlapetes flaviceps	Rio Toche	Rio Toche	2
Atlapetes fusco-olivaceus	Atlapetes fuscoolivaceus	San Agustin	San Agustin	3
Atlapetes fusco-olivaceus	Atlapetes fuscoolivaceus	La Palma	La Palma	2
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Peque	Peque	1
Atlapetes gutturalis gutturalis	Atlapetes albinucha	La Frijolera	La Frijolera	1
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Las Lomitas	Lomitas	1
Atlapetes gutturalis gutturalis	Atlapetes albinucha	San Antonio	San Antonio	7
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Cerro Munchique	Cerro Munchique	4
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Salento	Salento	1
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Rio Toche	Rio Toche	1
Atlapetes gutturalis gutturalis	Atlapetes albinucha	El Eden	El Eden	1
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Miraflores	Miraflores	1
Atlapetes gutturalis gutturalis	Atlapetes albinucha	La Sierra	La Sierra	2
Atlapetes gutturalis gutturalis	Atlapetes albinucha	La Candela	La Candela	3
Atlapetes gutturalis gutturalis	Atlapetes albinucha	La Palma	La Palma	2
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Andalucia	Andalucia	4
Atlapetes gutturalis gutturalis	Atlapetes albinucha	Fusagasuga	Fusagasuga	6
Atlapetes latinuchus latinuchus	Atlapetes latinuchus	Cerro Munchique	Cerro Munchique	11
Atlapetes latinuchus elaeoprorus	Atlapetes latinuchus	Santa Elena	Santa Elena	2
Atlapetes albifrenatus	Atlapetes albofrenatus	Aguadita	Aguadita	3
Atlapetes albifrenatus	Atlapetes albofrenatus	El Roble	Los Robles	2
Atlapetes albifrenatus	Atlapetes albofrenatus	Anolaima	Anolaima	3
Atlapetes schistaceus	Atlapetes schistaceus	Paramillo	Paramillo	2
Atlapetes schistaceus	Atlapetes schistaceus	Andes W of Popayan (10340 ft)	Coast Range	18
Atlapetes schistaceus	Atlapetes schistaceus	Valle de las Papas	Valle de las Papas	2
Atlapetes schistaceus	Atlapetes schistaceus	Almaguer	Almaguer	1
Atlapetes schistaceus	Atlapetes schistaceus	Laguneta	Laguneta	12
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	El Penon	El Penon	3
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	Chipaque	Chipaque	1
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	Choachi	Choachi	2
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	La Pradera	La Pradera	1
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	La Mar	La Mar	1
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	Palo Hueco	Palo Hueco	1
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	Subia	Subia	1
Atlapetes pallidinuchus pallidinuchus	Atlapetes pallidinucha	Anolaima	Anolaima	1
Atlapetes pallidinuchus papallactae	Atlapetes pallidinucha	Almaguer	Almaguer	4
Atlapetes pallidinuchus papallactae	Atlapetes pallidinucha	Laguneta	Laguneta	2
Atlapetes pallidinuchus papallactae	Atlapetes pallidinucha	Santa Isabel	Paramo Santa Isabel	7
Atlapetes crassus	Atlapetes tricolor	Ricaurte	Ricaurte	4
Atlapetes crassus	Atlapetes tricolor	Buenavista	Buenavista	1
Atlapetes semirufus	Atlapetes semirufus	Choachi	Choachi	7
Atlapetes semirufus	Atlapetes semirufus	Quetame	Quetame	1
Buarremon brunneinuchus	Arremon brunneinucha	Las Lomitas	Lomitas	2
Buarremon brunneinuchus	Arremon brunneinucha	San Antonio	San Antonio	11
Buarremon brunneinuchus	Arremon brunneinucha	Gallera	Gallera	2
Buarremon brunneinuchus	Arremon brunneinucha	Cerro Munchique	Cerro Munchique	5
Buarremon brunneinuchus	Arremon brunneinucha	La Florida	La Florida	4
Buarremon brunneinuchus	Arremon brunneinucha	Ricaurte	Ricaurte	4
Buarremon brunneinuchus	Arremon brunneinucha	Miraflores	Miraflores	6
Buarremon brunneinuchus	Arremon brunneinucha	Salento	Salento	10
Buarremon brunneinuchus	Arremon brunneinucha	Santa Elena	Santa Elena	3
Buarremon brunneinuchus	Arremon brunneinucha	El Eden	El Eden	3
Buarremon brunneinuchus	Arremon brunneinucha	La Candela	La Candela	3
Buarremon brunneinuchus	Arremon brunneinucha	La Sierra	La Sierra	1
Buarremon brunneinuchus	Arremon brunneinucha	Andalucia	Andalucia	4
Buarremon brunneinuchus	Arremon brunneinucha	Fusagasuga	Fusagasuga	3
Buarremon brunneinuchus	Arremon brunneinucha	Buena Vista	Buena Vista	3
Buarremon assimilis	Arremon assimilis	Popayan (W of)	Popayan	11
Buarremon assimilis	Arremon assimilis	Laguneta	Laguneta	8
Buarremon assimilis	Arremon assimilis	Santa Isabel	Paramo Santa Isabel	1
Buarremon assimilis	Arremon assimilis	Almaguer	Almaguer	1
Buarremon assimilis	Arremon assimilis	El Penon	El Penon	2
Buarremon assimilis	Arremon assimilis	Chipaque	Chipaque	2
Buarremon atricapillus	Arremon atricapillus	La Frijolera	La Frijolera	2
Buarremon atricapillus	Arremon atricapillus	Honda (W of)	Honda (W of)	1
Coereba luteola luteola	Coereba flaveola	La Playa	La Playa	4
Coereba mexicana columbiana	Coereba flaveola	Dabeiba	Dabeiba	6
Coereba mexicana columbiana	Coereba flaveola	Alto Bonito	Alto Bonito	1
Coereba mexicana columbiana	Coereba flaveola	Peque	Peque	2
Coereba mexicana columbiana	Coereba flaveola	Tumaco	Tumaco	2
Coereba mexicana columbiana	Coereba flaveola	Buenavista	Buenavista	1
Coereba mexicana columbiana	Coereba flaveola	Ricaurte	Ricaurte	1
Coereba mexicana columbiana	Coereba flaveola	Honda	Honda	4
Coereba mexicana columbiana	Coereba flaveola	Chicoral	Chicoral	1
Coereba mexicana columbiana	Coereba flaveola	La Candela	La Candela	1
Coereba mexicana columbiana	Coereba flaveola	San Agustin (near)	San Agustin	3
Coereba mexicana columbiana	Coereba flaveola	Andalucia	Andalucia	2
Coereba mexicana columbiana	Coereba flaveola	El Alto de la Paz	El Alto de la Paz	2
Coereba mexicana columbiana	Coereba flaveola	Buena Vista	Buena Vista	3
Coereba mexicana columbiana	Coereba flaveola	Villavicencio	Villavicencio	2
Coereba mexicana caucae	Coereba flaveola	Cali	Cali	7
Coereba mexicana caucae	Coereba flaveola	Las Lomitas	Lomitas	2
Coereba mexicana caucae	Coereba flaveola	Miraflores	Miraflores	1
Coereba mexicana caucae	Coereba flaveola	San Antonio	San Antonio	1
Coereba mexicana caucae	Coereba flaveola	Rio Frio	Rio Frio	1
Diglossa sittoides similis	Diglossa sittoides	San Antonio	San Antonio	4
Diglossa sittoides similis	Diglossa sittoides	Cerro Munchique	Cerro Munchique	1
Diglossa sittoides similis	Diglossa sittoides	Miraflores	Miraflores	1
Diglossa sittoides similis	Diglossa sittoides	Salento	Salento	1
Diglossa sittoides similis	Diglossa sittoides	Rio Toche	Rio Toche	1
Diglossa sittoides similis	Diglossa sittoides	San Agustin	San Agustin	1
Diglossa sittoides similis	Diglossa sittoides	La Candela	La Candela	1
Diglossa sittoides similis	Diglossa sittoides	La Holanda	La Holanda	3
Diglossa sittoides similis	Diglossa sittoides	Quetame	Quetame	2
Diglossa gloriosissima	Diglossa gloriosissima	Andes W of Popayan (10340 ft)	Coast Range	10
Diglossa gloriosissima	Diglossa gloriosissima	Paramillo (12500 ft)	Paramillo	13
Diglossa brunneiventris	Diglossa brunneiventris	Paramillo (12500 ft)	Paramillo	19
Diglossa lafresnayei	Diglossa lafresnayii	Almaguer	Almaguer	2
Diglossa lafresnayei	Diglossa lafresnayii	Laguneta	Laguneta	1
Diglossa lafresnayei	Diglossa lafresnayii	Santa Isabel	Paramo Santa Isabel	1
Diglossa lafresnayei	Diglossa lafresnayii	Chipaque	Chipaque	4
Diglossa lafresnayei	Diglossa lafresnayii	Choachi	Choachi	3
Diglossa humeralis	Diglossa humeralis	Chipaque	Chipaque	4
Diglossa humeralis	Diglossa humeralis	Subia	Subia	3
Diglossa humeralis	Diglossa humeralis	La Mar	La Mar	1
Diglossa humeralis	Diglossa humeralis	Palo Hueco	Palo Hueco	1
Diglossa humeralis	Diglossa humeralis	La Pradera	La Pradera	3
Diglossa aterrima	Diglossa humeralis	Almaguer	Almaguer	2
Diglossa aterrima	Diglossa humeralis	Laguneta	Laguneta	2
Diglossa aterrima	Diglossa humeralis	Santa Isabel	Paramo Santa Isabel	1
Diglossa aterrima	Diglossa humeralis	Chipaque	Chipaque	1
Diglossa albilateralis	Diglossa albilatera	Paramillo (9000 ft)	Paramillo	1
Diglossa albilateralis	Diglossa albilatera	San Antonio	San Antonio	1
Diglossa albilateralis	Diglossa albilatera	Cerro Munchique	Cerro Munchique	5
Diglossa albilateralis	Diglossa albilatera	Gallera	Gallera	1
Diglossa albilateralis	Diglossa albilatera	Andes W of Popayan (10340 ft)	Coast Range	1
Diglossa albilateralis	Diglossa albilatera	Almaguer	Almaguer	4
Diglossa albilateralis	Diglossa albilatera	Miraflores	Miraflores	1
Diglossa albilateralis	Diglossa albilatera	Salento	Salento	1
Diglossa albilateralis	Diglossa albilatera	Laguneta	Laguneta	1
Diglossa albilateralis	Diglossa albilatera	Santa Elena	Santa Elena	4
Diglossa albilateralis	Diglossa albilatera	Barro Blanco	Barro Blanco	2
Diglossa albilateralis	Diglossa albilatera	Rio Toche	Rio Toche	4
Diglossa albilateralis	Diglossa albilatera	El Eden	El Eden	4
Diglossa albilateralis	Diglossa albilatera	Aguadita	Aguadita	5
Diglossa albilateralis	Diglossa albilatera	El Roble	Los Robles	9
Diglossa albilateralis	Diglossa albilatera	El Penon	El Penon	3
Diglossa albilateralis	Diglossa albilatera	Buena Vista	Buena Vista	1
Diglossa personata	Diglossa cyanea	San Antonio	San Antonio	2
Diglossa personata	Diglossa cyanea	Cerro Munchique	Cerro Munchique	14
Diglossa personata	Diglossa cyanea	Andes W of Popayan	Coast Range	7
Diglossa personata	Diglossa cyanea	Laguneta	Laguneta	8
Diglossa personata	Diglossa cyanea	Santa Elena	Santa Elena	12
Diglossa personata	Diglossa cyanea	Barro Blanco	Barro Blanco	2
Diglossa personata	Diglossa cyanea	Rio Toche	Rio Toche	1
Diglossa personata	Diglossa cyanea	El Eden	El Eden	2
Diglossa personata	Diglossa cyanea	Santa Isabel	Paramo Santa Isabel	2
Diglossa personata	Diglossa cyanea	Almaguer	Almaguer	7
Diglossa personata	Diglossa cyanea	Aguadita	Aguadita	1
Diglossa personata	Diglossa cyanea	El Roble	Los Robles	7
Diglossa personata	Diglossa cyanea	El Penon	El Penon	2
Diglossa personata	Diglossa cyanea	Subia	Subia	4
Diglossa cryptorhis	_Diglossa indigotica	Gallera	Gallera	1
Diglossa cryptorhis	_Diglossa indigotica	Novita Trail (7200 ft)	Novita Trail	1
Diglossopis caerulescens caerulescens	Diglossa caerulescens	Novita Trail (7200 ft)	Novita Trail	1
Diglossopis caerulescens caerulescens	Diglossa caerulescens	Cerro Munchique	Cerro Munchique	1
Diglossopis caerulescens caerulescens	Diglossa caerulescens	Andes W of Popayan	Coast Range	2
Diglossopis caerulescens caerulescens	Diglossa caerulescens	Almaguer	Almaguer	1
Diglossopis caerulescens caerulescens	Diglossa caerulescens	El Eden	El Eden	1
Diglossopis caerulescens caerulescens	Diglossa caerulescens	El Penon	El Penon	2
Conirostrum sitticolor	Conirostrum sitticolor	Andes W of Popayan (10340 ft)	Coast Range	1
Conirostrum sitticolor	Conirostrum sitticolor	Laguneta	Laguneta	7
Conirostrum sitticolor	Conirostrum sitticolor	Santa Isabel	Paramo Santa Isabel	2
Conirostrum sitticolor	Conirostrum sitticolor	Almaguer	Almaguer	3
Conirostrum sitticolor	Conirostrum sitticolor	Valle de las Papas	Valle de las Papas	2
Conirostrum sitticolor	Conirostrum sitticolor	El Penon	El Penon	3
Conirostrum sitticolor	Conirostrum sitticolor	Chipaque	Chipaque	1
Conirostrum rufum	Conirostrum rufum	Subia	Subia	1
Conirostrum rufum	Conirostrum rufum	Bogota	Bogota	1
Conirostrum rufum	Conirostrum rufum	Chipaque	Chipaque	9
Conirostrum rufum	Conirostrum rufum	Choachi	Choachi	2
Conirostrum rufum	Conirostrum rufum	Palo Hueco	Palo Hueco	1
Conirostrum rufum	Conirostrum rufum	La Porquera	La Porquera	2
Conirostrum fraseri	Conirostrum cinereum	Valle de las Papas	Valle de las Papas	4
Conirostrum albifrons	Conirostrum albifrons	Cerro Munchique	Cerro Munchique	1
Conirostrum albifrons	Conirostrum albifrons	Almaguer	Almaguer	3
Conirostrum albifrons	Conirostrum albifrons	above Salento	Salento	5
Conirostrum albifrons	Conirostrum albifrons	Laguneta	Laguneta	1
Conirostrum albifrons	Conirostrum albifrons	Santa Isabel	Paramo Santa Isabel	1
Conirostrum albifrons	Conirostrum albifrons	Santa Elena	Santa Elena	1
Conirostrum albifrons	Conirostrum albifrons	El Roble	Los Robles	6
Conirostrum albifrons	Conirostrum albifrons	Palo Hueco	Palo Hueco	2
Conirostrum albifrons	Conirostrum albifrons	Subia	Subia	2
Conirostrum atrocyaneum	Conirostrum albifrons	Cerro Munchique	Cerro Munchique	1
Dacnis cayana cayana	Dacnis cayana	La Morelia	La Morelia	1
Dacnis cayana cayana	Dacnis cayana	Florencia	Florencia	4
Dacnis cayana cayana	Dacnis cayana	Villavicencio	Villavicencio	1
Dacnis cayana coerebicolor	Dacnis cayana	Juntas de Tamana	Juntas de Tamana	1
Dacnis cayana coerebicolor	Dacnis cayana	Novita	Novita	1
Dacnis cayana coerebicolor	Dacnis cayana	San Jose	San Jose	4
Dacnis cayana coerebicolor	Dacnis cayana	Barbacoas	Barbacoas	4
Dacnis cayana coerebicolor	Dacnis cayana	Buenavista	Buenavista	1
Dacnis cayana coerebicolor	Dacnis cayana	Puerto Valdivia	Puerto Valdivia	5
Dacnis cayana coerebicolor	Dacnis cayana	Honda	Honda (W of)	3
Dacnis cayana coerebicolor	Dacnis cayana	Bogota	Bogota	2
Dacnis cayana coerebicolor	Dacnis cayana	Andalucia (3000 ft)	Andalucia	12
Dacnis angelica	Dacnis lineata	La Morelia	La Morelia	5
Dacnis egregia egregia	Dacnis lineata	Honda	Honda	4
Dacnis egregia egregia	Dacnis lineata	Chicoral	Chicoral	1
Dacnis egregia egregia	Dacnis lineata	Purificacion	Purificacion	1
Dacnis venusta fuliginata	Dacnis venusta	Bagado	Bagado	1
Dacnis venusta fuliginata	Dacnis venusta	Noanama	Noanama	2
Dacnis venusta fuliginata	Dacnis venusta	Barbacoas	Barbacoas	2
Dacnis venusta fuliginata	Dacnis venusta	Puerto Valdivia	Puerto Valdivia	1
Dacnis leucogenys	Conirostrum leucogenys	Algodonal (near Banco)	Algodonal	2
Dacnis leucogenys	Conirostrum leucogenys	Honda	Honda	2
Cyanerpes cyaneus pacificus	Cyanerpes cyaneus	Buenaventura	Buenaventura	2
Cyanerpes cyaneus pacificus	Cyanerpes cyaneus	San Jose	San Jose	2
Cyanerpes cyaneus pacificus	Cyanerpes cyaneus	Los Cisneros	Cisneros	2
Cyanerpes cyaneus pacificus	Cyanerpes cyaneus	Tumaco	Tumaco	1
Cyanerpes cyaneus pacificus	Cyanerpes cyaneus	Barbacoas	Barbacoas	6
Cyanerpes caerulea microrhyncha	Cyanerpes caeruleus	Quibdo	Quibdo	1
Cyanerpes caerulea microrhyncha	Cyanerpes caeruleus	Juntas de Tamana	Juntas de Tamana	1
Cyanerpes caerulea microrhyncha	Cyanerpes caeruleus	Noanama	Noanama	6
Cyanerpes caerulea microrhyncha	Cyanerpes caeruleus	Barbacoas	Barbacoas	6
Cyanerpes caerulea microrhyncha	Cyanerpes caeruleus	Honda	Honda (W of)	12
Cyanerpes caerulea microrhyncha	Cyanerpes caeruleus	Buena Vista	Buena Vista	1
Chlorophanes spiza exsul	Chlorophanes spiza	Cocal	Cocal	1
Chlorophanes spiza exsul	Chlorophanes spiza	Buenaventura	Buenaventura	2
Chlorophanes spiza exsul	Chlorophanes spiza	San Jose	San Jose	1
Chlorophanes spiza caerulescens	Chlorophanes spiza	Las Lomitas	Lomitas	2
Chlorophanes spiza caerulescens	Chlorophanes spiza	San Antonio	San Antonio	2
