dynamicproperties	catalognumber	recordnumber	recordedby	sex	lifestage	reproductivecondition	preparations	occurrenceremarks	fieldnumber	eventdate	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	eventremarks	country	countrycode	stateprovince	locality	decimallatitude	decimallongitude	georeferenceddate	scientificname	class	order	family	genus	specificepithet	infraspecificepithet	underivedlifestage	underivedsex
	22932		Louis Agassiz Fuertes	female			study skin		NA	1913-03-04	63	63	1913	3	4	1913-03-04	Chapman expedition no. 7; Site no.165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Ramphocelus carbo	Aves	Passeriformes	Thraupidae	Ramphocelus	carbo			female
	19036		Louis Agassiz Fuertes	female			study skin		NA	1913-03-13	72	72	1913	3	13	1913-03-13	Chapman expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Atlapetes gutturalis	Aves	Passeriformes	Emberizidae	Atlapetes	gutturalis			female
	19079		Louis Agassiz Fuertes	female			study skin		NA	1913-02-25	56	56	1913	2	25	1913-02-25	Chapman expedition no. 7; Site no. 82	Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Atlapetes torquatus	Aves	Passeriformes	Emberizidae	Atlapetes	torquatus			female
	20797		Louis Agassiz Fuertes	male			study skin		NA	1913-01-30	30	30	1913	1	30	1913-01-30		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Piranga leucoptera	Aves	Passeriformes	Cardinalidae	Piranga	leucoptera			male
	20903		Louis Agassiz Fuertes	male			study skin		NA	1913-03-30	89	89	1913	3	30	1913-03-30	Collected 6 days after offical Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Anisognathus flavinuchus	Aves	Passeriformes	Thraupidae	Anisognathus	flavinuchus			male
	22853		Louis Agassiz Fuertes	male			study skin		NA	1913-03-22	81	81	1913	3	22	1913-03-22	Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara labradorides	Aves	Passeriformes	Thraupidae	Tangara	labradorides			male
	22912		Louis Agassiz Fuertes	male			study skin		NA	1913-04-04	94	94	1913	4	4	1913-04-04	Collected 11 days after offical Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara vassorii	Aves	Passeriformes	Thraupidae	Tangara	vassorii			male
	17685		Louis Agassiz Fuertes	female			study skin		NA	1913-03-23	82	82	1913	3	23	1913-03-23	Chapman expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Icterus chrysater	Aves	Passeriformes	Icteridae	Icterus	chrysater			female
	6932	LAF 3060	Louis Agassiz Fuertes	male		testes not enlarged	study skin		NA	1913-03-29	88	88	1913	3	29	1913-03-29	Chapman expedition no. 7; Site no. 75	Colombia	CO		Aguadita	4.389	-74.32	2017-09-27	Cranioleuca antisiensis	Aves	Passeriformes	Furnariidae	Cranioleuca	antisiensis			male
	7075	LAF 2917	Louis Agassiz Fuertes	female		ovary much enlarged	study skin		NA	1913-03-06	65	65	1913	3	6	1913-03-06	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Dysithamnus plumbeus leucostictus	Aves	Passeriformes	Thamnophilidae	Dysithamnus	plumbeus	leucostictus		female
	8027		Louis Agassiz Fuertes	male		testes enlarged	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-14	73	73	1913	3	14	1913-03-14		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Myiarchus ferox venezuelensis	Aves	Passeriformes	Tyrannidae	Myiarchus	ferox	venezuelensis		male
	7092	LAF 2905	Louis Agassiz Fuertes	male		testes much enlarged	study skin		NA	1913-03-06	65	65	1913	3	6	1913-03-06	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Myrmotherula schisticolor interior	Aves	Passeriformes	Thamnophilidae	Myrmotherula	schisticolor	interior		male
	3038	LAF 2968	Louis Agassiz Fuertes	male		Testes not enlarged.	study skin	Bill all coral red but terminal ¼' white.  Eyespace red, darker than bill.  Feet dull gray blue, upper tarsus getting dull red.; From the collection of Louis Agassiz Fuertes.	NA	1913-03-13	72	72	1913	3	13	1913-03-13		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Columba speciosa	Aves	Columbiformes	Columbidae	Columba	speciosa			male
	7776		Louis Agassiz Fuertes	male		testes somewhat enlarged	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-11	70	70	1913	3	11	1913-03-11		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Colonia colonus fuscicapilla	Aves	Passeriformes	Tyrannidae	Colonia	colonus	fuscicapilla		male
	7063	LAF 2902	Louis Agassiz Fuertes	male		testes much enlarged	study skin		NA	1913-03-05	64	64	1913	3	5	1913-03-05	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Dysithamnus mentalis olivaceus	Aves	Passeriformes	Thamnophilidae	Dysithamnus	mentalis	olivaceus		male
	7026	LAF 2750	Louis Agassiz Fuertes	female	adult		study skin		NA	1913-01-21	21	21	1913	1	21	1913-01-21	Chapman expedition no. 7; Site no. 128	Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Sakesphorus canadensis pulchellus	Aves	Passeriformes	Thamnophilidae	Sakesphorus	canadensis	pulchellus	adult	female
	7108	LAF 2964	Louis Agassiz Fuertes	male		testes not enlarged	study skin		NA	1913-03-12	71	71	1913	3	12	1913-03-12	Chapman expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Cercomacra tyrannina tyrannina	Aves	Passeriformes	Thamnophilidae	Cercomacra	tyrannina	tyrannina		male
	15812		Louis Agassiz Fuertes	female			study skin		NA	1913-02-24	55	55	1913	2	24	1913-02-24	Chapman Expedition no. 7; Site no. 82	Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Diglossa lafresnayii	Aves	Passeriformes	Thraupidae	Diglossa	lafresnayii			female
	15819		Louis Agassiz Fuertes	male			study skin		NA	1913-03-28	87	87	1913	3	28	1913-03-28	Collected 4 days after offical Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Diglossa albilatera	Aves	Passeriformes	Thraupidae	Diglossa	albilatera			male
	22914		Louis Agassiz Fuertes	male			study skin		NA	1913-03-27	86	86	1913	3	27	1913-03-27	Collected 3 days after Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara heinei	Aves	Passeriformes	Thraupidae	Tangara	heinei			male
	19052		Louis Agassiz Fuertes	male			study skin		NA	1913-03-27	86	86	1913	3	27	1913-03-27	Collected three days after official Chapman expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Atlapetes albofrenatus	Aves	Passeriformes	Emberizidae	Atlapetes	albofrenatus			male
	13080	LAF 2962	Louis Agassiz Fuertes	female			study skin		NA	1913-03-12	71	71	1913	3	12	1913-03-12		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Thryothorus rufalbus minlosi	Aves	Passeriformes	Troglodytidae	Thryothorus	rufalbus	minlosi		female
	20844		Louis Agassiz Fuertes	male			study skin		NA	1913-02-28	59	59	1913	2	28	1913-02-28	Received specimens from Hermano Apolinar Maria at this locality; no expedition dates given; Site no. 83	Colombia	CO		Choachi	4.528593	-73.922986	2018-03-05	Euphonia musica intermedia	Aves	Passeriformes	Fringillidae	Euphonia	musica	intermedia		male
	10517		Louis Agassiz Fuertes	male			study skin		NA	1913-03-28	87	87	1913	3	28	1913-03-28		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Cyanocorax yncas galeata	Aves	Passeriformes	Corvidae	Cyanocorax	yncas	galeata		male
	14010		Louis Agassiz Fuertes	female			study skin		NA	1913-03-30	89	89	1913	3	30	1913-03-30		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Turdus ignobilis ignobilis	Aves	Passeriformes	Turdidae	Turdus	ignobilis	ignobilis		female
	7505		Louis Agassiz Fuertes	male		testes not enlarged	study skin		NA	1913-02-23	54	54	1913	2	23	1913-02-23		Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Ochthoeca fumicolor fumicolor	Aves	Passeriformes	Tyrannidae	Ochthoeca	fumicolor	fumicolor		male
{colors:Bill color: lavender; Leg color: dull carmine }	7434		Louis Agassiz Fuertes	female		ovary somewhat enlarged	study skin		NA	1913-03-28	87	87	1913	3	28	1913-03-28	Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Masius chrysopterus chrysopterus	Aves	Passeriformes	Pipridae	Masius	chrysopterus	chrysopterus		female
	7238		Louis Agassiz Fuertes	female		ovary enlarged	study skin	lower mandible bluish white, feet black	NA	1913-03-15	74	74	1913	3	15	1913-03-15		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Cephalopterus ornatus ornatus	Aves	Passeriformes	Cotingidae	Cephalopterus	ornatus	ornatus		female
	3098	LAF 2809	Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-02-02	33	33	1913	2	2	1913-02-02		Colombia	CO	Tolima	Honda, Magdalena River	5.203655	-74.736836	2017-10-18	Columbina passerina parvula	Aves	Columbiformes	Columbidae	Columbina	passerina	parvula		male
	3210	LAF 2761	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-22	22	22	1913	1	22	1913-01-22		Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Forpus passerinus spengeli	Aves	Psittaciformes	Psittacidae	Forpus	passerinus	spengeli		female
	5759		Louis Agassiz Fuertes	female			study skin		NA	1913-03-14	73	73	1913	3	14	1913-03-14	Expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Galbula tombacea tombacea	Aves	Piciformes	Galbulidae	Galbula	tombacea	tombacea		female
	7164	LAF 2800	Louis Agassiz Fuertes	male		testes much enlarged	study skin		NA	1913-01-30	30	30	1913	1	30	1913-01-30	Chapman expedition no. 7; Site no. 101	Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Formicarius analis saturatus	Aves	Passeriformes	Formicariidae	Formicarius	analis	saturatus		male
	7064	LAF 2904	Louis Agassiz Fuertes	female		ovary not enlarged	study skin		NA	1913-03-05	64	64	1913	3	5	1913-03-05	Chapman expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Dysithamnus mentalis olivaceus	Aves	Passeriformes	Thamnophilidae	Dysithamnus	mentalis	olivaceus		female
	7186	LAF 2979	Louis Agassiz Fuertes	male		testes not enlarged	study skin		NA	1913-03-14	73	73	1913	3	14	1913-03-14	Chapman expedition no. 7; site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Willisornis poecilinotus lepidonotus/duidae	Aves	Passeriformes	Thamnophilidae	Willisornis	poecilinotus	lepidonotus/duidae		male
	7414		Louis Agassiz Fuertes	male			study skin		NA	1913-03-06	65	65	1913	3	6	1913-03-06	Expedition no. 7; Site no. 165	Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Pipra pipra coracina	Aves	Passeriformes	Pipridae	Pipra	pipra	coracina		male
	8258		Louis Agassiz Fuertes	male		testes much enlarged	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-03-23	82	82	1913	3	23	1913-03-23		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Myiotriccus ornatus ornatus	Aves	Passeriformes	Tyrannidae	Myiotriccus	ornatus	ornatus		male
	22942		Louis Agassiz Fuertes	male			study skin		NA	1913-01-23	23	23	1913	1	23	1913-01-23	Expedition no. 7; Site no. 127	Colombia	CO		Algodonal	10.35	-74.95	2017-07-07	Ramphocelus dimidiatus	Aves	Passeriformes	Thraupidae	Ramphocelus	dimidiatus			male
	6922	LAF 2930	Louis Agassiz Fuertes	male		testes not enlarged	study skin		NA	1913-03-08	67	67	1913	3	8	1913-03-08		Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Synallaxis gujanensis columbianus	Aves	Passeriformes	Furnariidae	Synallaxis	gujanensis	columbianus		male
	7040	LAF 3062	Louis Agassiz Fuertes	male		testes somewhat enlarged	study skin		NA	1913-03-29	88	88	1913	3	29	1913-03-29	Collected 5 days after expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Thamnophilus unicolor grandior	Aves	Passeriformes	Thamnophilidae	Thamnophilus	unicolor	grandior		male
	18152		Louis Agassiz Fuertes	female			study skin		NA	1913-03-15	74	74	1913	3	15	1913-03-15	Collected one day after official Chapman expedition no. 7; Site no. 164	Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Tersina viridis	Aves	Passeriformes	Thraupidae	Tersina	viridis			female
	18237		Louis Agassiz Fuertes	male			study skin		NA	1913-02-24	55	55	1913	2	24	1913-02-24		Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Pheucticus aureoventris uropygialis	Aves	Passeriformes	Cardinalidae	Pheucticus	aureoventris	uropygialis		male
	7512		Louis Agassiz Fuertes	female		ovary somewhat enlarged	study skin		NA	1913-04-03	93	93	1913	4	3	1913-04-03		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Ochthoeca diadema gratisosa	Aves	Passeriformes	Tyrannidae	Ochthoeca	diadema	gratisosa		female
	7953		Louis Agassiz Fuertes	male			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-22	22	22	1913	1	22	1913-01-22		Colombia	CO	Bolívar	Calamar	10.253672	-74.916318	2017-06-21	Pitangus sulphuratus rufipennis	Aves	Passeriformes	Tyrannidae	Pitangus	sulphuratus	rufipennis		male
	13100	LAF 2973	Louis Agassiz Fuertes	male			study skin		NA	1913-03-13	72	72	1913	3	13	1913-03-13		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Thryothorus leucotis bogotensis	Aves	Passeriformes	Troglodytidae	Thryothorus	leucotis	bogotensis		male
	18631		Louis Agassiz Fuertes	male			study skin		NA	1913-01-28	28	28	1913	1	28	1913-01-28	No offical Chapman expedition dates; Site no. 85	Colombia	CO		Anolaima	4.761015	-74.463982	2017-10-09	Oryzoborus crassirostris	Aves	Passeriformes	Emberizidae	Oryzoborus	crassirostris			male
{colors:Leg color: blue }	7037	LAF 3037	Louis Agassiz Fuertes	male		testes enlarged	study skin		NA	1913-03-26	85	85	1913	3	26	1913-03-26	Collected 2 days after expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Thamnophilus unicolor grandior	Aves	Passeriformes	Thamnophilidae	Thamnophilus	unicolor	grandior		male
	18238		Louis Agassiz Fuertes	male			study skin		NA	1913-02-24	55	55	1913	2	24	1913-02-24		Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Pheucticus aureoventris uropygialis	Aves	Passeriformes	Cardinalidae	Pheucticus	aureoventris	uropygialis		male
	13069	LAF 2961	Louis Agassiz Fuertes	male			study skin		NA	1913-03-12	71	71	1913	3	12	1913-03-12		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Thryothorus rutilus hypospodius	Aves	Passeriformes	Troglodytidae	Thryothorus	rutilus	hypospodius		male
	5711	LAF 2808	Louis Agassiz Fuertes	female		Laying.	study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-02-02	33	33	1913	2	2	1913-02-02		Colombia	CO	Tolima	Honda	5.2	-74.74	2017-07-01	Baryphthengus martii semirufa	Aves	Coraciiformes	Momotidae	Baryphthengus	martii	semirufa		female
	20904		Louis Agassiz Fuertes	male			study skin		NA	1913-04-04	94	94	1913	4	4	1913-04-04	Collected 11 days after offical Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Anisognathus flavinuchus	Aves	Passeriformes	Thraupidae	Anisognathus	flavinuchus			male
	20919		Louis Agassiz Fuertes	undetermined			study skin		NA	1913-02-17	48	48	1913	2	17	1913-02-17	no official Chapman expedition dates; Site no. 85	Colombia	CO		Anolaima	4.761015	-74.463982	2017-10-09	Thraupis cyanocephala	Aves	Passeriformes	Thraupidae	Thraupis	cyanocephala			unknown
	4745	LAF 2928	Louis Agassiz Fuertes	male		Testes not enlarged.	study skin		NA	1913-03-08	67	67	1913	3	8	1913-03-08		Colombia	CO		Buena Vista	4.17	-73.68	2017-06-28	Colibri thalassinus	Aves	Apodiformes	Trochilidae	Colibri	thalassinus			male
	15926		Louis Agassiz Fuertes	male			study skin		NA	1913-02-24	55	55	1913	2	24	1913-02-24	Expedition no. 7; Site no. 82	Colombia	CO	Cundinamarca	Chipaque	4.44	-74.04	2017-07-01	Conirostrum rufum	Aves	Passeriformes	Thraupidae	Conirostrum	rufum			male
	6511	LAF 2997	Louis Agassiz Fuertes	male		testes not enlarged	study skin		NA	1913-03-15	74	74	1913	3	15	1913-03-15		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Veniliornis fidelis	Aves	Piciformes	Picidae	Veniliornis	fidelis			male
	7454		Louis Agassiz Fuertes	male		testes enlarged	study skin		NA	1913-02-06	37	37	1913	2	6	1913-02-06	Expedition no. 7, Site no. 98	Colombia	CO	Tolima	Honda	5.2	-74.74	2017-06-28	Corapipo leucorrhoa leucorrhoa	Aves	Passeriformes	Pipridae	Corapipo	leucorrhoa	leucorrhoa		male
{colors:Leg color: yellow-green }	6033		Louis Agassiz Fuertes	female			study skin	'Eyespace apple green, blues around eye...Tip [of bill] vermillion, space(?) on bill orange basally, fading to white.	NA	1913-03-15	74	74	1913	3	15	1913-03-15		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Pteroglossus pluricinctus	Aves	Piciformes	Ramphastidae	Pteroglossus	pluricinctus			female
	6170		Louis Agassiz Fuertes	male		Testes much enlarged	study skin		NA	1913-02-23	54	54	1913	2	23	1913-02-23		Colombia	CO	Cundinamarca	Chipaque	4.44309	-74.04501	2017-10-09	Piculus rivolii rivolii	Aves	Piciformes	Picidae	Piculus	rivolii	rivolii		male
	8345		Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-02-27	58	58	1913	2	27	1913-02-27		Colombia	CO		Quetame	4.33	-73.86	2017-07-26	Serpophaga cinerea cana	Aves	Passeriformes	Tyrannidae	Serpophaga	cinerea	cana		female
	3211	LAF 2796	Louis Agassiz Fuertes	female			study skin	From the collection of Louis Agassiz Fuertes.	NA	1913-01-29	29	29	1913	1	29	1913-01-29		Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Forpus conspicillatus conspicillatus	Aves	Psittaciformes	Psittacidae	Forpus	conspicillatus	conspicillatus		female
	5175	LAF 3111	Louis Agassiz Fuertes	male		Testes not enlarged.	study skin	Measurements with incomplete labels.  W: 63.5 mm  T: 47.0 C: 14.0; From the collection of Louis Agassiz Fuertes.	NA	1913-04-04	94	94	1913	4	4	1913-04-04		Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Heliangelus exortis	Aves	Apodiformes	Trochilidae	Heliangelus	exortis			male
	10505		Louis Agassiz Fuertes	female			study skin		NA	1913-03-11	70	70	1913	3	11	1913-03-11		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Cyanocorax violaceus	Aves	Passeriformes	Corvidae	Cyanocorax	violaceus			female
	15839		Louis Agassiz Fuertes	female			study skin		NA	1913-03-31	90	90	1913	3	31	1913-03-31	Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Diglossa personata	Aves	Passeriformes	Thraupidae	Diglossa	personata			female
	20240		Louis Agassiz Fuertes	male	juvenile		study skin		NA	1913-02-21	52	52	1913	2	21	1913-02-21	Collected before official Chapman expedition no. 74 (Mch. 22-24); Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Zonotrichia capensis peruviensis	Aves	Passeriformes	Emberizidae	Zonotrichia	capensis	peruviensis	juvenile	male
	22990		Louis Agassiz Fuertes	male			study skin		NA	1913-03-26	85	85	1913	3	26	1913-03-26	Collected 2 days after offical Chapman Expedition no. 7 (March 22-24); Site no. 74	Colombia	CO	Cundinamarca	Fusagasuga	4.344413	-74.362093	2017-10-02	Tachyphonus rufus	Aves	Passeriformes	Thraupidae	Tachyphonus	rufus			male
	18116		Louis Agassiz Fuertes	female			study skin		NA	1913-01-28	28	28	1913	1	28	1913-01-28	Collected 1 day before offical Chapman Expedition no. 7 (Jan. 29,30); Site no. 101	Colombia	CO	Antioquia	Puerto Berrio	6.491026	-74.406052	2017-06-21	Saltator maximus	Aves	Passeriformes	Cardinalidae	Saltator	maximus			female
	22836		Louis Agassiz Fuertes	male			study skin		NA	1913-03-30	89	89	1913	3	30	1913-03-30	Specimen collected after official Expedition: Chapman Expedition No. 7, March. 22-24;	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara arthus	Aves	Passeriformes	Thraupidae	Tangara	arthus			male
	16973		Louis Agassiz Fuertes	female			study skin		NA	1913-03-24	83	83	1913	3	24	1913-03-24	Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Basileuterus coronatus	Aves	Passeriformes	Parulidae	Basileuterus	coronatus			female
	5884		Louis Agassiz Fuertes	female			unknown; study skin		NA	1913-03-11	70	70	1913	3	11	1913-03-11		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Bucco macrodactylus	Aves	Piciformes	Bucconidae	Bucco	macrodactylus			female
	6842	LAF 2811	Louis Agassiz Fuertes	male			study skin		NA	1913-02-02	33	33	1913	2	2	1913-02-02		Colombia	CO	Tolima	Honda, Magdalena Valley	5.203865	-74.73731	2017-10-23	Xiphorhynchus guttatus nanus	Aves	Passeriformes	Furnariidae	Xiphorhynchus	guttatus	nanus		male
	22915		Louis Agassiz Fuertes	female			study skin		NA	1913-03-30	89	89	1913	3	30	1913-03-30	Collected 6 days after Chapman Expedition no. 7; Site no. 74	Colombia	CO	Cundinamarca	Fusugasuga	4.34	-74.36	2017-06-28	Tangara heinei	Aves	Passeriformes	Thraupidae	Tangara	heinei			female
	14804		Louis Agassiz Fuertes	male			study skin		NA	1913-03-14	73	73	1913	3	14	1913-03-14		Colombia	CO	Meta	Villavicencio	4.14	-73.63	2017-06-22	Cyclarhis gujanensis	Aves	Passeriformes	Vireonidae	Cyclarhis	gujanensis			male
	20886		Louis Agassiz Fuertes	female			study skin		NA	1913-02-28	59	59	1913	2	28	1913-02-28	Chapman Expedition no. 7; Site no. 167	Colombia	CO		Monterredondo	4.25	-73.83	2017-07-07	Schistochlamys melanopsis	Aves	Passeriformes	Thraupidae	Schistochlamys	melanopsis			female
