dynamicproperties	catalognumber	recordnumber	recordedby	sex	lifestage	reproductivecondition	preparations	occurrenceremarks	fieldnumber	eventdate	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	eventremarks	country	countrycode	stateprovince	locality	decimallatitude	decimallongitude	georeferenceddate	scientificname	class	order	family	genus	specificepithet	infraspecificepithet	underivedlifestage	underivedsex
	46360		J. Archer				whole organism (isopropanol) - 1		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Ctenolucius hujeta	Actinopterygii	Characiformes	Ctenoluciidae	Ctenolucius	hujeta			
	46364		J. Archer				whole organism (isopropanol) - 7		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Caquetaia kraussii	Actinopterygii	Perciformes	Cichlidae	Caquetaia	kraussii			
	48147		J. Archer				whole organism (isopropanol) - 1		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Opisthonema oglinum	Actinopterygii	Clupeiformes	Clupeidae	Opisthonema	oglinum			
	46354		J. Archer				whole organism (isopropanol) - 27		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Hyphessobrycon inconstans	Actinopterygii	Characiformes	Characidae	Hyphessobrycon	inconstans			
	46362		J. Archer				whole organism (isopropanol) - 8		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Eigenmannia virescens	Actinopterygii	Gymnotiformes	Sternopygidae	Eigenmannia	virescens			
	48132		J. Archer				whole organism (isopropanol) - 4		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Albula vulpes	Actinopterygii	Albuliformes	Albulidae	Albula	vulpes			
	48113		J. Archer				whole organism (isopropanol) - 2		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Gilbertolus alatus	Actinopterygii	Characiformes	Cynodontidae	Gilbertolus	alatus			
	46363		J. Archer				whole organism (isopropanol) - 5		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Aequidens latifrons	Actinopterygii	Perciformes	Cichlidae	Aequidens	latifrons			
	46357		J. Archer				whole organism (isopropanol) - 1		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Gasteropelecus maculatus	Actinopterygii	Characiformes	Gasteropelecidae	Gasteropelecus	maculatus			
	47916		J. Archer				whole organism (isopropanol) - 1		JDA 62SEP07	1962-09-07	250	250	1962	9	7	7/9/1962		Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Prochilodus magdalenae	Actinopterygii	Characiformes	Curimatidae	Prochilodus	magdalenae			
	47924		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Loricaria magdalenae	Actinopterygii	Siluriformes	Loricariidae	Loricaria	magdalenae			
	47938		F. Archer;  J. Archer				whole organism (isopropanol) - 2		JDA 62SEP13	1964-09-13	257	257	1964	9	13	13/9/1964	Orig. # JDA 2.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Prochilodus magdalenae	Actinopterygii	Characiformes	Curimatidae	Prochilodus	magdalenae			
	48099		J. Archer				whole organism (isopropanol) - 1		JDA 1962-6	1962-08-06	218	218	1962	8	6	6/8/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at El Rosario	7.071224	-73.869621	2013-02-25	Aequidens latifrons	Actinopterygii	Perciformes	Cichlidae	Aequidens	latifrons			
	48101		J. Archer				whole organism (isopropanol) - 53		JDA 1962-2	1962-06-25	176	176	1962	6	25	25/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at Miramar Lake	7.071224	-73.869621	2013-02-25	Astyanax fasciatus	Actinopterygii	Characiformes	Characidae	Astyanax	fasciatus			
	48110		J. Archer				whole organism (isopropanol) - 1		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Astyanax fasciatus	Actinopterygii	Characiformes	Characidae	Astyanax	fasciatus			
	48127		J. Archer				whole organism (isopropanol) - 1		JDA 1962-9	1962-09-09	252	252	1962	9	9	9/9/1962		Colombia	CO	Santander	Magdalena R. at Barranca-Bermeja	7.059879	-73.878821	2013-02-11	Leporinus muyscorum	Actinopterygii	Characiformes	Anostomidae	Leporinus	muyscorum			
	48129		J. Archer				whole organism (isopropanol) - 2		JDA 1962-9	1962-09-09	252	252	1962	9	9	9/9/1962		Colombia	CO	Santander	Magdalena R. at Barranca-Bermeja	7.059879	-73.878821	2013-02-11	Astyanax magdalenae	Actinopterygii	Characiformes	Characidae	Astyanax	magdalenae			
	48138		J. Archer				whole organism (isopropanol) - 18		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Polydactylus virginicus	Actinopterygii	Perciformes	Polynemidae	Polydactylus	virginicus			
	48141		J. Archer				whole organism (isopropanol) - 4		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Trachinotus glaucus	Actinopterygii	Perciformes	Carangidae	Trachinotus	glaucus			
	48144		J. Archer				whole organism (isopropanol) - 2		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Syngnathus pelagicus	Actinopterygii	Gasterosteiformes	Syngnathidae	Syngnathus	pelagicus			
	48150		J. Archer				whole organism (isopropanol) - 1		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Apolemichthys arcuatus	Actinopterygii	Perciformes	Pomacanthidae	Apolemichthys	arcuatus			
	48151		J. Archer				whole organism (isopropanol) - 1		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Guentheridia formosa	Actinopterygii	Tetraodontiformes	Tetraodontidae	Guentheridia	formosa			
	48109		J. Archer				whole organism (isopropanol) - 1		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Loricaria magdalenae	Actinopterygii	Siluriformes	Loricariidae	Loricaria	magdalenae			
	48158		J. Archer				whole organism (isopropanol) - 2		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Oligoplites saurus	Actinopterygii	Perciformes	Carangidae	Oligoplites	saurus			
	65392		James Böhlke				whole organism (isopropanol) - 3		Z65392	1973-03-15	74	74	1973	3	15	15/3/1973	BSS 4	Colombia	CO	Meta	Quebrada Venturosa, trib. to Rio Meta, above rd. between La Balsa & Puerto Lopez	4.063986	-72.981382	2013-02-05	Ituglanis metae	Actinopterygii	Siluriformes	Trichomycteridae	Ituglanis	metae			
	48143		J. Archer				whole organism (isopropanol) - 1		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Doratonotus megalepis	Actinopterygii	Perciformes	Labridae	Doratonotus	megalepis			
	48106		J. Archer				whole organism (isopropanol) - 1		JDA 1962-3	1962-06-28	179	179	1962	6	28	28/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at flooded gravel quarry - Lake Miramar	7.071224	-73.869621	2013-02-25	Curimata magdalenae	Actinopterygii	Characiformes	Curimatidae	Curimata	magdalenae			
	48152		J. Archer				whole organism (isopropanol) - 2		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Monacanthus ciliatus	Actinopterygii	Tetraodontiformes	Monacanthidae	Monacanthus	ciliatus			
	47930		F. Archer;  J. Archer				whole organism (isopropanol) - 10; whole organism (C & S) - 1; stomach content (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Centrochir crocodili	Actinopterygii	Siluriformes	Doradidae	Centrochir	crocodili			
	47937		F. Archer;  J. Archer				whole organism (isopropanol) - 2		JDA 62SEP13	1964-09-13	257	257	1964	9	13	13/9/1964	Orig. # JDA 2.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Curimata mivartii	Actinopterygii	Characiformes	Curimatidae	Curimata	mivartii			
	48145		J. Archer				whole organism (isopropanol) - 8		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Sardinella sardina	Actinopterygii	Clupeiformes	Clupeidae	Sardinella	sardina			
	47919		F. Archer;  J. Archer				whole organism (isopropanol) - 7		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Astyanax caucanus	Actinopterygii	Characiformes	Characidae	Astyanax	caucanus			
	48102		J. Archer				whole organism (isopropanol) - 46		JDA 1962-2	1962-06-25	176	176	1962	6	25	25/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at Miramar Lake	7.071224	-73.869621	2013-02-25	Astyanax caucanus	Actinopterygii	Characiformes	Characidae	Astyanax	caucanus			
	48116		J. Archer				whole organism (isopropanol) - 1		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Caquetaia kraussii	Actinopterygii	Perciformes	Cichlidae	Caquetaia	kraussii			
	48137		J. Archer				whole organism (isopropanol) - 2		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Mugil curema	Actinopterygii	Mugiliformes	Mugilidae	Mugil	curema			
	48112		J. Archer				whole organism (isopropanol) - 5		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Roeboides dayi	Actinopterygii	Characiformes	Characidae	Roeboides	dayi			
	47914		J. Archer				whole organism (isopropanol) - 1		JDA 62SEP07	1962-09-07	250	250	1962	9	7	7/9/1962		Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Pterygoplichthys undecimalis	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	undecimalis			
	47936		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62SEP13	1964-09-13	257	257	1964	9	13	13/9/1964	Orig. # JDA 2.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Leporinus muyscorum	Actinopterygii	Characiformes	Anostomidae	Leporinus	muyscorum			
	47923		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Ctenolucius hujeta	Actinopterygii	Characiformes	Ctenoluciidae	Ctenolucius	hujeta			
	47917		J. Archer				whole organism (isopropanol) - 1		JDA 62SEP07	1962-09-07	250	250	1962	9	7	7/9/1962		Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Curimata magdalenae	Actinopterygii	Characiformes	Curimatidae	Curimata	magdalenae			
	47915		J. Archer				whole organism (isopropanol) - 1		JDA 62SEP07	1962-09-07	250	250	1962	9	7	7/9/1962		Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Sorubim cuspicaudus	Actinopterygii	Siluriformes	Pimelodidae	Sorubim	cuspicaudus			
	46361		J. Archer				whole organism (isopropanol) - 1		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Hoplias malabaricus	Actinopterygii	Characiformes	Erythrinidae	Hoplias	malabaricus			
	48096		J. Archer				whole organism (isopropanol) - 5		JDA 1962-6	1962-08-06	218	218	1962	8	6	6/8/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at El Rosario	7.071224	-73.869621	2013-02-25	Nanocheirodon insignis	Actinopterygii	Characiformes	Characidae	Nanocheirodon	insignis			
	46359		J. Archer				whole organism (isopropanol) - 79		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Roeboides dayi	Actinopterygii	Characiformes	Characidae	Roeboides	dayi			
	46356		J. Archer				whole organism (isopropanol) - 3		JDA 62SEP08	1962-09-08	251	251	1962	9	8	8/9/1962		Colombia	CO	Santander	Cienaga Brava, part of Lake San Sylvestre, Barranca-Bermeja	7.088333	-73.805385	2013-02-25	Astyanax atratoensis	Actinopterygii	Characiformes	Characidae	Astyanax	atratoensis			
	47918		J. Archer				whole organism (isopropanol) - 2		JDA 62SEP07	1962-09-07	250	250	1962	9	7	7/9/1962		Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Triportheus magdalenae	Actinopterygii	Characiformes	Characidae	Triportheus	magdalenae			
	47920		F. Archer;  J. Archer				whole organism (isopropanol) - 214		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Roeboides dayii	Actinopterygii	Characiformes	Characidae	Roeboides	dayii			
	47921		F. Archer;  J. Archer				whole organism (isopropanol) - 26		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Odontostilbe hastata	Actinopterygii	Characiformes	Characidae	Odontostilbe	hastata			
	47922		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Leporinus muyscorum	Actinopterygii	Characiformes	Anostomidae	Leporinus	muyscorum			
	47925		F. Archer;  J. Archer				whole organism (isopropanol) - 5		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Caquetaia kraussii	Actinopterygii	Perciformes	Cichlidae	Caquetaia	kraussii			
	47927		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Potamotrygon magdalenae	Elasmobranchii	Myliobatiformes	Potamotrygonidae	Potamotrygon	magdalenae			
	47928		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Pterygoplichthys undecimalis	Actinopterygii	Siluriformes	Loricariidae	Pterygoplichthys	undecimalis			
	47931		F. Archer;  J. Archer				whole organism (isopropanol) - 2		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Prochilodus magdalenae	Actinopterygii	Characiformes	Curimatidae	Prochilodus	magdalenae			
	47935		F. Archer;  J. Archer				whole organism (isopropanol) - 2		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Plagioscion surinamensis	Actinopterygii	Perciformes	Sciaenidae	Plagioscion	surinamensis			
	48097		J. Archer				whole organism (isopropanol) - 3		JDA 1962-6	1962-08-06	218	218	1962	8	6	6/8/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at El Rosario	7.071224	-73.869621	2013-02-25	Astyanax fasciatus	Actinopterygii	Characiformes	Characidae	Astyanax	fasciatus			
	48104		J. Archer				whole organism (isopropanol) - 3		JDA 1962-3	1962-06-28	179	179	1962	6	28	28/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at flooded gravel quarry - Lake Miramar	7.071224	-73.869621	2013-02-25	Astyanax caucanus	Actinopterygii	Characiformes	Characidae	Astyanax	caucanus			
	48105		J. Archer				whole organism (isopropanol) - 1		JDA 1962-3	1962-06-28	179	179	1962	6	28	28/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at flooded gravel quarry - Lake Miramar	7.071224	-73.869621	2013-02-25	Ctenolucius hujeta	Actinopterygii	Characiformes	Ctenoluciidae	Ctenolucius	hujeta			
	48107		J. Archer				whole organism (isopropanol) - 9		JDA 1962-3	1962-06-28	179	179	1962	6	28	28/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at flooded gravel quarry - Lake Miramar	7.071224	-73.869621	2013-02-25	Caquetaia kraussii	Actinopterygii	Perciformes	Cichlidae	Caquetaia	kraussii			
	48114		J. Archer				whole organism (isopropanol) - 51		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Odontostilbe hastata	Actinopterygii	Characiformes	Characidae	Odontostilbe	hastata			
	48126		J. Archer				whole organism (isopropanol) - 13		JDA 1962-9	1962-09-09	252	252	1962	9	9	9/9/1962		Colombia	CO	Santander	Magdalena R. at Barranca-Bermeja	7.059879	-73.878821	2013-02-11	Pimelodus grosskopfi	Actinopterygii	Siluriformes	Pimelodidae	Pimelodus	grosskopfi			
	48140		J. Archer				whole organism (isopropanol) - 2		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Eucinostomus gula	Actinopterygii	Perciformes	Gerreidae	Eucinostomus	gula			
	48142		J. Archer				whole organism (isopropanol) - 5		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Abudefduf taurus	Actinopterygii	Perciformes	Pomacentridae	Abudefduf	taurus			
	48155		J. Archer				whole organism (isopropanol) - 8		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Sphyraena barracuda	Actinopterygii	Perciformes	Sphyraenidae	Sphyraena	barracuda			
	48159		J. Archer				whole organism (isopropanol) - 1		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Haemulon flaviguttatum	Actinopterygii	Perciformes	Haemulidae	Haemulon	flaviguttatum			
	48160		J. Archer				whole organism (isopropanol) - 2		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Archosargus rhomboidalis	Actinopterygii	Perciformes	Sparidae	Archosargus	rhomboidalis			
	48103		J. Archer				whole organism (isopropanol) - 36		JDA 1962-3	1962-06-28	179	179	1962	6	28	28/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at flooded gravel quarry - Lake Miramar	7.071224	-73.869621	2013-02-25	Astyanax fasciatus	Actinopterygii	Characiformes	Characidae	Astyanax	fasciatus			
	48100		J. Archer				whole organism (isopropanol) - 1		JDA 1962-6	1962-08-06	218	218	1962	8	6	6/8/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at El Rosario	7.071224	-73.869621	2013-02-25	Hoplias malabaricus	Actinopterygii	Characiformes	Erythrinidae	Hoplias	malabaricus			
	48154		J. Archer				whole organism (isopropanol) - 2		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Chilomycterus antennatus	Actinopterygii	Tetraodontiformes	Diodontidae	Chilomycterus	antennatus			
	47933		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Leporinus muyscorum	Actinopterygii	Characiformes	Anostomidae	Leporinus	muyscorum			
	48108		J. Archer				whole organism (isopropanol) - 4		JDA 1962-3	1962-06-28	179	179	1962	6	28	28/6/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at flooded gravel quarry - Lake Miramar	7.071224	-73.869621	2013-02-25	Aequidens latifrons	Actinopterygii	Perciformes	Cichlidae	Aequidens	latifrons			
	47929		F. Archer;  J. Archer				whole organism (isopropanol) - 1		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Ageneiosus pardalis	Actinopterygii	Siluriformes	Auchenipteridae	Ageneiosus	pardalis			
	47926		F. Archer;  J. Archer				whole organism (isopropanol) - 2		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Aequidens latifrons	Actinopterygii	Perciformes	Cichlidae	Aequidens	latifrons			
	48153		J. Archer				whole organism (isopropanol) - 1		JDA 1962-8	1962-08-30	242	242	1962	8	30	30/8/1962		Colombia	CO	Bolívar	Cartagena, rocky shoreline on harbor side of Castillo Grande	10.40973	-75.54102	2013-02-25	Lutjanus aratus	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	aratus			
	48098		J. Archer				whole organism (isopropanol) - 21		JDA 1962-6	1962-08-06	218	218	1962	8	6	6/8/1962		Colombia	CO	Santander	1 mi. N of Barranca-Bermeja at El Rosario	7.071224	-73.869621	2013-02-25	Mollienesia caucana	Actinopterygii	Cyprinodontiformes	Poeciliidae	Mollienesia	caucana			
	47932		F. Archer;  J. Archer				whole organism (isopropanol) - 3		JDA 62AUG20	1964-08-20	233	233	1964	8	20	20/8/1964	Orig. # JDA 1.	Colombia	CO	Santander	Lake San Sylvestre by city of Barranca-Bermeja	7.098719	-73.829553		Curimata mivartii	Actinopterygii	Characiformes	Curimatidae	Curimata	mivartii			
	48115		J. Archer				whole organism (isopropanol) - 1		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Ctenolucius hujeta	Actinopterygii	Characiformes	Ctenoluciidae	Ctenolucius	hujeta			
	48136		J. Archer				whole organism (isopropanol) - 2		JDA 1962-7	1962-08-29	241	241	1962	8	29	29/8/1962		Colombia	CO	Bolívar	Sandy Beach on Bay Side of Castillo Grande at Cartagena	10.398196	-75.554233	2013-02-25	Lutjanus synagris	Actinopterygii	Perciformes	Lutjanidae	Lutjanus	synagris			
	48111		J. Archer				whole organism (isopropanol) - 3		JDA 1962-4	1962-06-30	181	181	1962	6	30	30/6/1962		Colombia	CO	Santander	2 mi. N of Barranca-Bermeja at Lake San Sylvestre	7.097456	-73.823462	2013-02-15	Astyanax caucanus	Actinopterygii	Characiformes	Characidae	Astyanax	caucanus			
	48128		J. Archer				whole organism (isopropanol) - 3		JDA 1962-9	1962-09-09	252	252	1962	9	9	9/9/1962		Colombia	CO	Santander	Magdalena R. at Barranca-Bermeja	7.059879	-73.878821	2013-02-11	Astyanax caucanus	Actinopterygii	Characiformes	Characidae	Astyanax	caucanus			
	47900		J. Archer				whole organism (C & S) - 3		JDA47900	1963	NA	NA	1963	NA	NA	0/0/1963		Colombia	CO		Near Barranca-Bermeja	7.060037	-73.879089	2013-12-12	Rachovia brevis	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Rachovia	brevis			
	65391		W. Saul;  William Smith-Vaniz				whole organism (isopropanol) - 3		Z65391	1973-03-19	78	78	1973	3	19	19/3/1973	BSS 14	Colombia	CO	Meta	Rio Metica, 1.5 km E of Rajote	3.9333	-73.9333		Cetopsis coecutiens	Actinopterygii	Siluriformes	Cetopsidae	Cetopsis	coecutiens			
	48660		M/V Oregon				whole organism (isopropanol) - 2		Z48660	1964-05-27	148	148	1964	5	27	27/5/1964		Colombia	CO		Off coast of Colombia; Oregon Station 4899	8.8417	-76.8917		Bellator ribeiroi	Actinopterygii	Scorpaeniformes	Triglidae	Bellator	ribeiroi			
	65393		unknown				whole organism (isopropanol) - 5		Z65393	1975-03-24	83	83	1975	3	24	24/3/1975	BSF 7	Colombia	CO	Meta	Trib. of Caño La Raya, 1 km N of La Siberia	4.0833	-73.0833		Hoplosternum thoracatum	Actinopterygii	Siluriformes	Callichthyidae	Hoplosternum	thoracatum			
